open,high,low,close,adj_close,volume,volatility,call_price,put_price,target,rsi_14,stoch_rsi_14,macd,ema_14,mean_predictions,std_predictions,confidence,predicted_close,signal_ml
8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,7916.8798828125,4426149888,0.9007569896523464,393.7268466921241,393.72268695148887,8223.6796875,16.30914598748788,0.0,-269.32981058669014,9129.909534392515,8110.140996687199,185.74087778720508,0.005355013920088347,8110.140996687199,1
7890.52001953125,8245.509765625,7397.990234375,8223.6796875,8223.6796875,6639190016,0.9091436680184002,412.787702387619,412.783381446151,8630.650390625,20.562415105422247,0.11458032539436074,-236.20515926946928,9009.078888140179,8200.951520604669,406.25333607569183,0.0024554740536591717,8200.951520604669,-1
8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,8630.650390625,6729110016,0.9143614198888469,435.6985863193386,435.69405154456854,8913.4697265625,25.199035837726683,0.269624125923057,-174.48214876594102,8958.621755138154,8652.634582740278,148.10626920507306,0.00670662612196843,8652.634582740278,1
8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,8913.4697265625,6361789952,0.9022131456469882,444.00551261326746,444.00082923764694,8929.2802734375,32.78819800229715,0.4997980931579471,-105.59523307228085,8952.601484661402,8742.053695659815,147.79239369804006,0.0067207736574855055,8742.053695659815,-1
8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,8929.2802734375,6043129856,0.8902767531415028,438.9159446547101,438.91125297180497,8728.4697265625,38.793061750471495,0.6819214002701345,-52.62849058510881,8949.491989831547,8764.103562356182,143.29302344194292,0.006930341995379669,8764.103562356182,-1
8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,8728.4697265625,5530390016,0.8708499042639818,419.69443175344986,419.68984558178363,8879.6201171875,42.16513777475343,0.7841941017219631,-26.12110956438471,8920.022354729008,8741.321361867662,155.31089240701746,0.006397506818629779,8741.321361867662,1
8736.25,8879.6201171875,8360.6201171875,8879.6201171875,8879.6201171875,5954120192,0.855417824217263,419.40514529918164,419.4004797090529,8668.1201171875,44.733257437370106,0.8620833704264834,4.9333556564889705,8914.635389723473,8723.993044769326,158.6596079864205,0.006263324911113729,8723.993044769326,-1
8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,8668.1201171875,5664600064,0.8447447647067244,404.3131130971333,404.308558634767,8495.7802734375,47.57934514052005,0.9484032149003213,14.05517395269868,8881.766686718676,8650.662802059143,136.57416522778308,0.0072688065985665904,8650.662802059143,-1
8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,8495.7802734375,4569880064,0.7293807883861754,342.20659241186513,342.2021285014671,8209.400390625,34.73583212193296,0.5892730661633251,11.418928376434337,8830.301831614519,8309.576638770259,124.65093522751935,0.00795855596450018,8309.576638770259,-1
8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,8209.400390625,5921039872,0.6817327449340461,309.08640009457577,309.08208665583334,7833.0400390625,35.610576416923905,0.6172468021382725,-5.752642416474657,8747.514972815918,7937.292052580606,113.69602025523085,0.008718698327759927,7937.292052580606,-1
8200.0,8232.7802734375,7797.27978515625,7833.0400390625,7833.0400390625,5378250240,0.6999141880661899,302.77544714937585,302.7713314604389,7954.47998046875,32.20317957841297,0.50828053614695,-36.86374321263088,8625.584981648795,7850.498809881776,173.44096075044277,0.005732598557689736,7850.498809881776,1
7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,7954.47998046875,4935289856,0.6680677831287939,293.48985076789586,293.4856712711626,7165.7001953125,44.783441685324874,0.9105888823568921,-43.22850437629114,8536.10431482479,7667.671985305322,273.0358320168517,0.0036491578223190367,7667.671985305322,-1
7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,7165.7001953125,6361229824,0.8439514480554082,333.9211756597101,333.91741060899267,6890.52001953125,34.98513114585117,0.5972454817753324,-91.73865798137251,8353.383765556484,7134.416401909,206.34704405916398,0.004822832196800751,7134.416401909,-1
7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,6890.52001953125,6289509888,0.8259820752403697,314.26856915843337,314.26494869474755,6973.52978515625,31.98235833921636,0.5012188209939399,-131.13592649925675,8158.335266086453,6907.925832181249,153.85388909880515,0.0064577002606757,6907.925832181249,1
6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,6973.52978515625,4553269760,0.8210774524634222,316.1680132351671,316.16434915592845,6844.22998046875,37.18048266355563,0.6150982934235972,-139.598414707706,8000.361201962426,7023.850210423792,136.76582823913648,0.007258694066457332,7023.850210423792,1
7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,6844.22998046875,4532100096,0.7115737072378858,268.9578592746666,268.9542631330055,7083.7998046875,30.30399240580212,0.22810035817683136,-141.4588920675028,7846.210372429936,6888.70581378932,159.91355981984438,0.00621451667043834,6888.70581378932,1
6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,7083.7998046875,4333440000,0.7199005987269425,281.6270705217444,281.6233485036837,7456.10986328125,26.805012890700382,0.0,-115.22101623277513,7744.5556300642775,7220.956171743094,172.56957583339144,0.005761378370595864,7220.956171743094,1
7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,7456.10986328125,5499700224,0.7768646955757217,319.8626117627646,319.85869412303236,6853.83984375,28.718092715428227,0.09208863138041185,-64.0132861233385,7706.096194493207,7204.499168626907,145.15085119496734,0.006842245473247265,7204.499168626907,-1
7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,6853.83984375,4936000000,0.825611053810883,312.45536864780934,312.45176745686877,6811.47021484375,24.12427404331997,0.0,-61.888853491621376,7592.462014394113,6819.113328676133,201.4917480022745,0.004938472850699908,6819.113328676133,-1
6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,6811.47021484375,5639320064,0.799704805888408,300.79027819004614,300.78669926124303,6636.31982421875,25.11656696641181,0.04230611448499478,-54.76765497024098,7488.329774454065,6722.630328209888,139.58376300823016,0.007113196990903261,6722.630328209888,-1
6815.9599609375,6857.490234375,6575.0,6636.31982421875,6636.31982421875,3766810112,0.7713787196577566,282.6856232513778,282.6821363512795,6911.08984375,21.061355145808776,0.0,-53.23681683516111,7374.728447756022,6726.259201560326,132.00334781234648,0.00751860773768562,6726.259201560326,1
6630.509765625,7050.5400390625,6630.509765625,6911.08984375,6911.08984375,3976610048,0.7827440289177316,298.72316102593504,298.71952975431213,7023.52001953125,27.698300176187487,0.27977914250177494,-26.455950397242646,7312.909967221887,6946.064076322659,142.8116215432858,0.006953540953566192,6946.064076322659,1
6919.97998046875,7111.56005859375,6919.97998046875,7023.52001953125,7023.52001953125,3652499968,0.7653275692230997,296.83437294782334,296.8306826023759,6770.72998046875,31.024247540575672,0.4199838145843864,4.447396224392719,7274.324640863136,7013.802260097001,115.25936595317441,0.008601457541087643,7013.802260097001,-1
7044.31982421875,7178.10986328125,6661.990234375,6770.72998046875,6770.72998046875,4894060032,0.7720974145734125,288.6795140452914,288.6759565224979,6834.759765625,31.29522330659195,0.43140674593424416,12.996991658279853,7207.178686143884,6815.332794080785,130.62134044681636,0.007597552164453647,6815.332794080785,1
6795.43994140625,6872.41015625,6704.14990234375,6834.759765625,6834.759765625,4272750080,0.7181882618972897,271.08032763759957,271.076736471844,6968.31982421875,35.87365654920774,0.6244097195550116,27.276583251384295,7157.522830074699,6884.1856848786065,99.10311348740362,0.009989699272698787,6884.1856848786065,1
6843.47021484375,6968.31982421875,6817.58984375,6968.31982421875,6968.31982421875,4641889792,0.7283629922873753,280.2897688118028,280.2861074700154,7889.25,36.0928680894571,0.9325264613173952,48.774156406065686,7132.29576262724,7356.636535441876,119.57555717761103,0.00829355487469963,7356.636535441876,1
6955.3798828125,7899.22998046875,6806.509765625,7889.25,7889.25,8906250240,1.0023185260859364,436.52341037830683,436.51926515515106,7895.9599609375,59.83706830762303,1.0,123.8058375304795,7233.222994276941,7885.744943843809,238.0114360000403,0.004183900221409621,7885.744943843809,-1
7901.08984375,8183.9599609375,7758.93017578125,7895.9599609375,7895.9599609375,7764460032,0.9797192000070589,427.059318416686,427.05516966793766,7986.240234375,64.74598186977133,1.0,169.83279882049715,7321.587923165016,8062.1898027990865,145.10569803924972,0.00684436003126559,8062.1898027990865,1
7874.669921875,8140.7099609375,7846.0,7986.240234375,7986.240234375,5191430144,0.9524342411348383,419.93044418695945,419.92624800253907,8329.1103515625,64.82100509494805,1.0,200.21353307245425,7410.208231326347,8140.2457759888275,108.28649311250349,0.009150261587866705,8140.2457759888275,1
7999.330078125,8338.419921875,7999.330078125,8329.1103515625,8329.1103515625,5244480000,0.9547364961141431,439.01625747003254,439.0118811324728,8058.669921875,70.45266932846474,1.0,234.85827363476,7532.728514024501,8177.451246652345,141.73135782973307,0.007006168898028132,8177.451246652345,-1
8337.5703125,8371.150390625,7925.72998046875,8058.669921875,8058.669921875,5631309824,0.9487317085471643,422.0940442197434,422.08980997882554,7902.08984375,63.31458319828915,0.8554789187471719,230.6841403880129,7602.854035071235,7955.184408761791,133.5416000815836,0.007432645363171079,7955.184408761791,-1
8071.66015625,8285.9599609375,7881.72021484375,7902.08984375,7902.08984375,6900879872,0.942916052226118,411.35924497667656,411.35509300712283,8163.419921875,56.47251858099465,0.7169512296075067,209.13842986616106,7642.75214289507,8100.213263888503,107.45271974097,0.009220607859244232,8100.213263888503,1
7944.43017578125,8197.7998046875,7886.009765625,8163.419921875,8163.419921875,6529909760,0.9264791089930979,417.5656199738037,417.5613306944315,8294.3095703125,71.09340075621087,1.0,204.027394071336,7712.174513425728,8173.589285925067,127.5922577764824,0.007776517943546715,8173.589285925067,1
8159.27001953125,8298.6904296875,8138.77978515625,8294.3095703125,8294.3095703125,7063209984,0.8727317786229545,399.6793186899695,399.6749606376716,8845.830078125,73.22189553853741,1.0,200.69579975318635,7789.792521010631,8479.740900797724,159.5385445303272,0.006229033674907218,8479.740900797724,1
8286.8798828125,8880.23046875,8244.5400390625,8845.830078125,8845.830078125,8438110208,0.8880598570662213,433.73260916338586,433.7279613274486,8895.580078125,80.95305325982433,1.0,225.04042500916918,7930.597528625881,8836.958658692874,129.78641349599226,0.007646054152487662,8836.958658692874,-1
8848.7900390625,8997.5703125,8652.150390625,8895.580078125,8895.580078125,7548550144,0.8666206231495158,425.654905418397,425.650231442477,8802.4599609375,79.67141401192043,0.9743306648448473,232.92104880244915,8059.261868559097,8927.149846540522,116.40265944955786,0.0085176946134653,8927.149846540522,1
8925.0595703125,9001.6396484375,8779.6103515625,8802.4599609375,8802.4599609375,6629899776,0.8553781009603504,415.74140724428435,415.7367821961652,8930.8798828125,76.75257552546975,0.9154115727910266,220.42072882469583,8158.3549475428845,8884.299027223464,101.8023533529596,0.009727403774178392,8884.299027223464,1
8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125,8930.8798828125,6925190144,0.7145947188543186,352.4457648187854,352.4410722954026,9697.5,83.74779521130804,1.0,209.437099872308,8261.358272245501,9198.16528211927,117.35351762758808,0.008449263021878288,9198.16528211927,1
8934.33984375,9732.6103515625,8927.830078125,9697.5,9697.5,10678800384,0.7862605024699469,421.04345055422345,421.03835522811005,8845.740234375,86.67338555315969,1.0,240.2309794481444,8452.843835946102,9309.251851029787,181.92996344044627,0.005466573005277808,9309.251851029787,-1
9701.0302734375,9745.3203125,8799.83984375,8845.740234375,8845.740234375,11083100160,0.9105678829808166,444.7066800999255,444.70203231119376,9281.509765625,70.31303342120425,0.4582820371668755,191.7671676663042,8505.230022403288,9182.267761905325,172.02159568625504,0.005779625346961476,9182.267761905325,1
8867.3203125,9281.509765625,8727.08984375,9281.509765625,9281.509765625,8970559488,0.8973961727246761,459.87338509302845,459.8685083393202,8987.0498046875,66.83074691298852,0.34297784701149936,177.8967591721108,8608.733988166183,9177.162389683173,179.29578361089207,0.0055464414085143795,9177.162389683173,-1
9290.6298828125,9375.4697265625,8987.0498046875,8987.0498046875,8987.0498046875,7566289920,0.9375492222161194,465.17997291675147,465.1752508801883,9348.48046875,62.33201368129057,0.1940174467738421,139.42893246491775,8659.176097035692,9195.031903088093,138.02139715873915,0.007193137318697549,9195.031903088093,1
8939.26953125,9412.08984375,8931.990234375,9348.48046875,9348.48046875,7805479936,0.9178798530299603,473.75013922489507,473.74522728298507,9419.080078125,64.50747144128928,0.2660504040397295,129.1000882608057,8751.0833465976,9304.064976329306,99.27506383869772,0.009972569068702844,9304.064976329306,-1
9346.41015625,9531.490234375,9193.7099609375,9419.080078125,9419.080078125,8853000192,0.8647050697220303,449.7094351607984,449.70448612396194,9240.5498046875,62.32247366044468,0.19370156111219264,118.09526453653507,8840.149577467919,9296.451215030353,60.06051668354052,0.016377195187893982,9296.451215030353,-1
9426.1103515625,9477.1396484375,9166.8095703125,9240.5498046875,9240.5498046875,8673920000,0.8608840350036455,439.23836758290054,439.2335123506509,9119.009765625,63.64511483140194,0.2374963691280118,91.07559088480701,8893.53627443053,9278.811171876734,57.10755466182732,0.017209466235840954,9278.811171876734,1
9251.4697265625,9255.8798828125,8891.0498046875,9119.009765625,9119.009765625,7713019904,0.7913125198423435,398.4681418592045,398.46335048734545,9235.919921875,64.16426338046548,0.0756353490224655,58.86393942237714,8923.599406589792,9280.385167649336,107.36573011804528,0.009228009619929447,9280.385167649336,1
9104.599609375,9256.51953125,9015.1396484375,9235.919921875,9235.919921875,7558159872,0.7436724687670903,379.3021329415624,379.2972801419792,9743.8603515625,62.91757705097587,0.024438649080292897,40.16981642722948,8965.242141961153,9370.35369417682,122.02246169733672,0.008128596893632545,9370.35369417682,1
9233.9697265625,9798.330078125,9188.150390625,9743.8603515625,9743.8603515625,10207299584,0.8118740855045191,436.82362233942877,436.8185026543424,9700.759765625,66.00521193206373,0.15123615443415098,55.79127861091706,9069.057903241333,9625.994874618642,151.1289329485391,0.0065733715514738516,9625.994874618642,-1
9695.5,9779.2001953125,9585.9599609375,9700.759765625,9700.759765625,8217829888,0.8001330230519732,428.60865153056056,428.60355449167673,9858.150390625,60.63358298331321,0.0,56.80887202615685,9153.284818225822,9699.24441209561,149.74104134307274,0.0066338934048099886,9699.24441209561,-1
9700.2802734375,9964.5,9695.1201171875,9858.150390625,9858.150390625,7651939840,0.7836199353914018,426.5824953903875,426.5773156542573,9654.7998046875,61.6601926725017,0.03942463413210673,61.28510128037169,9247.266894545714,9659.11345718525,157.28117956939258,0.006317870530915437,9659.11345718525,-1
9845.3095703125,9940.1396484375,9465.25,9654.7998046875,9654.7998046875,7222280192,0.7915659822888307,422.01524691334726,422.0101740230575,9373.009765625,60.05634250713787,0.0,44.53314267211715,9301.604615897952,9540.903995670744,145.22962038495533,0.006838559775833788,9540.903995670744,-1
9645.669921875,9665.849609375,9231.5302734375,9373.009765625,9373.009765625,7394019840,0.6556855322926077,339.4229323170739,339.41800748681453,9234.8203125,55.03428048999896,0.0,10.246609831699175,9311.125302528224,9337.07705228024,175.67113183313444,0.005660234298744959,9337.07705228024,-1
9380.8701171875,9462.75,9127.76953125,9234.8203125,9234.8203125,7415869952,0.6314528725526254,322.06745809947097,322.06260587764973,9325.1796875,43.85186038761839,0.0,-24.091997908087023,9300.951303857795,9257.900975591625,182.4406160709753,0.005451355438171274,9257.900975591625,1
9223.73046875,9374.759765625,9031.6201171875,9325.1796875,9325.1796875,7226890240,0.565720507375244,291.3830381737189,291.3781384746635,9043.9404296875,57.98703322776058,0.6151374142753206,-42.022795810613616,9304.18175501009,9222.20041815027,140.76537667730534,0.007053908531391685,9222.20041815027,-1
9325.9599609375,9396.0400390625,9040.51953125,9043.9404296875,9043.9404296875,6906699776,0.5421987732342111,270.85107286525,270.8463209368301,8441.490234375,45.82747744116522,0.0891791496913339,-72.34831249589791,9269.482911633744,8886.251573975214,166.19666692884687,0.005980980472688283,8886.251573975214,-1
9052.9599609375,9052.9599609375,8394.4599609375,8441.490234375,8441.490234375,8488520192,0.8838375613250237,411.9413859836245,411.93695059866513,8504.8896484375,41.35355824743688,0.0,-129.1869202786209,9159.083887999246,8498.49973164625,139.90246025377897,0.007097108156939937,8498.49973164625,1
8441.4404296875,8664.8603515625,8223.5,8504.8896484375,8504.8896484375,6821380096,0.6511296414710398,305.8473679098797,305.8428992131712,8723.9404296875,35.23533741056208,0.0,-156.8764365286121,9071.857989391014,8601.659108875323,136.72482648541856,0.007260855036225975,8601.659108875323,1
8515.490234375,8773.5498046875,8395.1201171875,8723.9404296875,8723.9404296875,5866379776,0.6673939935527793,321.55559146497217,321.55100767311797,8716.7900390625,38.4345448560409,0.10397206667980556,-154.55347696543078,9025.468981430546,8639.538430399412,146.1684013959056,0.0067949368921243255,8639.538430399412,-1
8713.099609375,8881.1201171875,8367.9697265625,8716.7900390625,8716.7900390625,7364149760,0.6330342673072084,304.7618182837841,304.757238248937,8510.3798828125,40.75890269529277,0.17951211601044653,-147.62442408456215,8984.311789114807,8578.240598868348,121.39611843001121,0.008170193735120955,8578.240598868348,-1
8705.1904296875,8836.1904296875,8456.4501953125,8510.3798828125,8510.3798828125,6705710080,0.6624256497672883,311.3504393692474,311.3459677878236,8368.830078125,39.573725876870874,0.14099467527165815,-150.55142035996212,8921.120868274498,8440.139262060138,127.53342291542259,0.007780077565179438,8440.139262060138,-1
8504.41015625,8508.4296875,8175.490234375,8368.830078125,8368.830078125,6760220160,0.6441906223793681,297.74940281087447,297.7450056035077,8094.31982421875,35.27046342217615,0.0011415714935568636,-155.02018607018456,8847.482096254565,8269.654335599342,133.05182828222965,0.007459801278462409,8269.654335599342,-1
8370.0498046875,8445.5400390625,8054.1201171875,8094.31982421875,8094.31982421875,5862530048,0.6817908565611851,304.7795401167,304.77528714436903,8250.9697265625,19.56500939916853,0.0,-168.3529457981764,8747.060459983124,8090.121723398778,134.33637888310304,0.007388996279143476,8090.121723398778,-1
8091.830078125,8274.1201171875,7974.81982421875,8250.9697265625,8250.9697265625,5764190208,0.6259876130865119,285.26638523608926,285.26204995570606,8247.1796875,24.32627849369166,0.11310721855294405,-158.64321563521634,8680.915028860374,8242.481860173495,121.48033515244335,0.008164575960339794,8242.481860173495,-1
8255.73046875,8372.0595703125,8183.35009765625,8247.1796875,8247.1796875,4712399872,0.5639836222316378,256.9080883466031,256.9037550576072,8513.25,19.83076240495953,0.0065632071209503744,-144.87722158046358,8623.083650012324,8340.18139670659,73.98775435847726,0.013335510691779389,8340.18139670659,1
8246.990234375,8562.41015625,8205.240234375,8513.25,8513.25,5191059968,0.6478173157533179,304.5916870851006,304.58721399564,8418.990234375,29.112459044983325,0.24848898351653162,-111.73841436943894,8608.439163344014,8374.891453025839,133.7254775898823,0.007422501058367736,8374.891453025839,-1
8522.330078125,8557.51953125,8365.1201171875,8418.990234375,8418.990234375,5154990080,0.40112774324778866,186.55399663973367,186.549573076878,8041.77978515625,31.257566205618147,0.30431912849287523,-90.93504355957484,8583.179306148146,8263.254431671703,126.19550363674603,0.00786191312906682,8263.254431671703,-1
8419.8701171875,8423.25,8004.580078125,8041.77978515625,8041.77978515625,5137010176,0.4766595444267394,211.73785037297876,211.73362500659096,7557.81982421875,28.57403675341824,0.23447560686653818,-96.80382462666137,8510.992703349228,7870.8301200821625,115.94128281287196,0.00855130007082433,7870.8301200821625,-1
8037.080078125,8054.66015625,7507.8798828125,7557.81982421875,7557.81982421875,6491120128,0.5365973721536683,224.00697879165546,224.00300771078673,7587.33984375,22.191215610614194,0.09999845434351633,-125.67441151737502,8383.90298613183,7520.653779238158,276.01949274025634,0.003609854274542466,7520.653779238158,-1
7561.1201171875,7738.60009765625,7331.14013671875,7587.33984375,7587.33984375,6049220096,0.5370714532600742,225.08051437622407,225.0765277847472,7480.14013671875,25.10919646686392,0.25445416793491576,-134.39311063229098,8277.694567147586,7356.149431856199,274.8529995580645,0.003625119181600595,7356.149431856199,-1
7592.2998046875,7659.14013671875,7392.64990234375,7480.14013671875,7480.14013671875,4867829760,0.5218685554857333,215.62189320005155,215.61796293417046,7355.8798828125,30.225082194403242,0.502978506416475,-138.44277274465588,8171.353976423741,7423.337777339901,206.48389593950364,0.0048196511612234785,7423.337777339901,-1
7486.47998046875,7595.16015625,7349.1201171875,7355.8798828125,7355.8798828125,4051539968,0.49784416445880897,202.28269536146308,202.27883038524533,7368.22021484375,26.94225500609471,0.34808354953241505,-140.1269081002534,8062.624097275576,7327.099526462886,127.10302195543997,0.007806217095704778,7327.099526462886,-1
7362.080078125,7381.740234375,7270.9599609375,7368.22021484375,7368.22021484375,4056519936,0.5018177501789235,204.23862933103965,204.23475787088182,7135.990234375,20.332809267439657,0.03622741029896263,-131.2031841153625,7970.036912951333,7186.313504180477,113.39953377921476,0.008741294365149676,7186.313504180477,-1
7371.31005859375,7419.0498046875,7100.89013671875,7135.990234375,7135.990234375,5040600064,0.5028191093515736,198.19602278573348,198.19227334542484,7472.58984375,18.509473970897204,0.0,-131.40732314791342,7858.830689141155,7248.40781094039,90.6248896924543,0.010914064981213879,7248.40781094039,1
7129.4599609375,7526.419921875,7090.68017578125,7472.58984375,7472.58984375,5662660096,0.5367747173149338,221.55400382591733,221.550077527163,7406.52001953125,30.346005236148216,0.7061952577237512,-100.72104917368347,7807.331909755668,7359.776381792535,89.06648099736776,0.011102909638816971,7359.776381792535,-1
7469.72998046875,7573.77001953125,7313.60009765625,7406.52001953125,7406.52001953125,4922540032,0.5203414998548006,212.87527412218378,212.87138253828334,7494.169921875,31.239108643688795,0.9985521314413555,-77.74974685983926,7753.890324392412,7370.591281039732,89.35134802122649,0.011067903489000157,7370.591281039732,-1
7406.14990234375,7608.89990234375,7361.1298828125,7494.169921875,7494.169921875,5127130112,0.5118616458451564,211.88576577749564,211.88182813998992,7541.4501953125,37.380196745010785,1.0,-50.83099171229537,7719.260937390091,7434.927119058761,104.83497911342145,0.009448671964382569,7434.927119058761,-1
7500.7001953125,7604.72998046875,7407.33984375,7541.4501953125,7541.4501953125,4921460224,0.511518367212056,213.07960451581675,213.07564203598895,7643.4501953125,34.361071995447034,0.8400101158973456,-25.30961652324345,7695.552838446412,7589.358449842898,126.64222359091083,0.007834398147159888,7589.358449842898,1
7536.72021484375,7695.830078125,7497.259765625,7643.4501953125,7643.4501953125,4939299840,0.5027186129492847,212.2478769323002,212.2438608589423,7720.25,37.245063855247686,0.9928390188663854,1.5478061697149315,7688.605819361891,7638.285590906003,101.94983579025217,0.00971346862599547,7638.285590906003,-1
