time,open,high,low,close,tick_volume,spread,real_volume,target_close,target_open_d2,SMA_9,RSI,macd_histogram,mean_predictions,std_predictions,confidence ,predicted_close,signal_ml
2020-04-03,6693.47,7045.3,6602.82,6688.4,155313,201,0,7232.98,7221.74,6610.953333333333,72.68881823428751,121.63174265505722,7135.49932357143,69.2158047150509,0.014241807867305523,7135.49932357143,1
2020-04-06,6730.16,7323.88,6720.87,7232.98,145728,201,0,7117.99,7097.68,6664.734444444444,72.4757511901178,160.031528915904,7129.752801666663,91.30258485277196,0.010833932783085747,7129.752801666663,-1
2020-04-07,7221.74,7467.82,7065.63,7117.99,138992,201,0,7316.44,7321.87,6722.683333333333,72.88556958647831,172.37464417346536,7294.057586666659,79.54605768710505,0.01241525691902478,7294.057586666659,1
2020-04-08,7097.68,7428.91,7076.35,7316.44,117811,208,0,7295.95,7276.21,6787.065555555555,66.82497928228824,187.3490282150682,7297.420353333326,92.7684400589485,0.01066456901033375,7297.420353333326,-1
2020-04-09,7321.87,7396.37,7098.06,7295.95,205958,201,0,6917.49,7084.29,6855.623333333333,73.9315705028026,188.78841295055128,6993.911808333328,107.45692355024666,0.00922025046687511,6993.911808333328,-1
2020-04-10,7276.21,7324.4,6744.31,6917.49,241288,204,0,6824.97,6851.98,6905.905555555555,59.32335892383014,158.39377131327154,6870.155822142854,58.43767782404817,0.016824345038517055,6870.155822142854,-1
2020-04-13,7084.29,7148.9,6559.62,6824.97,182878,203,0,6869.48,6837.5,6944.238888888888,51.50878836474493,127.52652735994539,6890.027068809522,69.15169873513543,0.014254822306949364,6890.027068809522,1
2020-04-14,6851.98,6987.79,6766.79,6869.48,236606,251,0,6749.5,6739.59,7001.6866666666665,55.6615863141524,106.4354530856022,6841.732863571426,44.74680682149631,0.021859449204880952,6841.732863571426,-1
2020-04-15,6837.5,6939.96,6681.77,6749.5,160982,204,0,7036.82,7017.2,7001.466666666666,50.26143189385447,81.83756608634548,7037.410515000008,92.2264612728554,0.010726568254834836,7037.410515000008,1
2020-04-16,6739.59,7149.99,6465.6,7036.82,238304,214,0,7060.0,7131.81,7040.18,56.830144316832886,82.13754879773455,7002.005118809525,76.44778633431874,0.012911924889412611,7002.005118809525,-1
2020-04-17,7017.2,7210.56,6987.71,7060.0,127621,251,0,6860.99,6854.72,7020.96,62.24821232293044,80.98330249320989,6903.868220238093,86.92277319277014,0.011373617592878993,6903.868220238093,-1
2020-04-20,7131.81,7225.71,6747.57,6860.99,108559,208,0,6882.99,6868.8,6992.404444444444,57.290518613764384,64.61385706192553,6911.109663809524,63.08085135145198,0.015605285805512965,6911.109663809524,1
2020-04-21,6854.72,6953.04,6763.75,6882.99,90691,201,0,7119.45,7096.01,6944.243333333333,60.57864093156804,53.52300679417061,7118.870950714281,152.98897714197903,0.006493971312492012,7118.870950714281,1
2020-04-22,6868.8,7166.87,6819.38,7119.45,95871,207,0,7540.5,7548.46,6924.6322222222225,57.845741845520116,59.88642483259278,7404.635219999993,126.18988264297249,0.00786226057623658,7404.635219999993,1
2020-04-23,7096.01,7762.38,7023.83,7540.5,102583,210,0,7525.99,7633.68,6993.855555555556,65.76211616722162,88.49986849946521,7568.6030500000015,99.01563699208084,0.009998436545269208,7568.6030500000015,1
2020-04-24,7548.46,7616.9,7377.42,7525.99,109391,202,0,7705.5,7686.83,7071.746666666667,56.74227885849982,101.56110242271603,7683.64515,37.52160878828139,0.025959455782236403,7683.64515,1
2020-04-27,7633.68,7811.71,7587.41,7705.5,75168,202,0,7736.99,7704.39,7164.637777777778,63.12900846946301,116.34024594789702,7727.237650000001,155.75561655275058,0.0063793567464517946,7727.237650000001,1
2020-04-28,7686.83,7793.95,7662.33,7736.99,70692,202,0,8924.92,8784.57,7274.358888888888,60.15580852841599,121.70994125314351,8874.944390476192,164.59873948000745,0.0060386933085365,8874.944390476192,1
2020-04-29,7704.39,8973.95,7702.72,8924.92,129021,202,0,8815.35,8769.31,7484.147777777778,75.15449685447184,194.4243859743293,8837.916000000007,45.88270156605908,0.02132982884083527,8837.916000000007,-1
2020-04-30,8784.57,9469.78,8396.45,8815.35,199753,201,0,8707.75,8804.08,7679.186666666666,81.96083582572146,222.29085229055207,8863.859797619049,129.78881472436265,0.007645913774105985,8863.859797619049,1
2020-05-01,8769.31,9067.7,8579.3,8707.75,176873,201,0,8932.55,8907.98,7884.3822222222225,81.54665361982762,220.20574336135417,8939.105166666664,74.2615156424502,0.013287003210920774,8939.105166666664,1
2020-05-04,8804.08,8964.9,8526.65,8932.55,141577,201,0,8965.85,8973.45,8112.111111111111,82.59801985204193,220.16797020313942,8985.92908333333,85.5183877979617,0.01155823664138549,8985.92908333333,1
2020-05-05,8907.98,9121.68,8746.25,8965.85,149334,201,0,9252.45,9228.54,8317.266666666668,86.00624486228486,208.69251761348687,9261.826792720065,141.48382116650558,0.007018340691687424,9261.826792720065,1
2020-05-06,8973.45,9400.35,8913.25,9252.45,159517,206,0,9783.35,9748.93,8507.483333333334,86.00297041608573,206.33907311113467,9762.471589264977,156.89946992473512,0.006333143489820854,9762.471589264977,1
2020-05-07,9228.54,9971.15,9012.55,9783.35,186237,206,0,9989.4,8717.05,8758.301111111112,87.98542707540037,224.94686478986603,9738.116974412362,275.26577904023463,0.0036197027495553933,9738.116974412362,-1
2020-05-08,9748.93,10072.5,9721.8,9989.4,142091,206,0,8634.25,8635.29,9012.067777777778,93.54969833814525,234.4734345344596,9039.35834999999,99.72774986863404,0.00992775080654704,9039.35834999999,-1
2020-05-11,8717.05,9175.1,8142.0,8634.25,208454,201,0,8830.5,8794.31,9111.763333333332,67.7795781454318,137.64212263677985,8850.626875000004,70.24938966296499,0.014035207946767776,8850.626875000004,1
2020-05-12,8635.29,8980.25,8460.9,8830.5,176137,201,0,9304.05,9324.71,9101.272222222222,67.51434578511314,77.91681780322438,9166.558108831165,120.90761051510722,0.008202933317900415,9166.558108831165,1
2020-05-13,8794.31,9344.25,8732.75,9304.05,147155,202,0,9648.35,9611.02,9155.572222222223,67.85978315688415,62.09878849332108,9625.778178871964,192.2646813113781,0.0051742511524330275,9625.778178871964,1
2020-05-14,9324.71,9921.3,9251.05,9648.35,229128,205,0,9240.4,9714.2,9260.083333333334,70.14771217011582,66.24022734213861,9479.959223637636,231.94606663400995,0.004292839172816498,9479.959223637636,-1
2020-05-15,9611.02,9853.05,9070.75,9240.4,286830,210,0,9681.35,9670.8,9294.28888888889,63.965214796267446,34.516960601858614,9578.75963620257,173.9331559762337,0.005716469210307161,9578.75963620257,1
2020-05-18,9714.2,9958.55,9412.55,9681.35,189869,205,0,9684.8,9678.8,9373.788888888888,66.46395366559975,36.07352095542126,9822.003802533594,309.39624402418104,0.0032216884683762353,9822.003802533594,1
2020-05-19,9670.8,9894.65,9447.9,9684.8,156255,210,0,9585.25,9557.96,9421.827777777777,58.048860059062534,30.405187956775535,9597.95680679322,130.56856893011957,0.007600599505882998,9597.95680679322,-1
2020-05-20,9678.8,9837.55,9263.35,9585.25,158284,210,0,9064.3,9024.55,9399.816666666666,58.17234205163042,13.863056209764522,9378.865646045386,123.3839286396617,0.008039623856044814,9378.865646045386,-1
2020-05-21,9557.96,9586.05,8784.9,9064.3,198456,201,0,9195.7,8992.52,9297.027777777777,53.47938521590631,-35.55175629355051,9191.879153884962,142.50942504872643,0.006968183446212437,9191.879153884962,1
2020-05-22,9024.55,9265.5,8918.45,9195.7,145491,205,0,8915.38,8903.32,9359.41111111111,52.61562316737405,-61.267639484305505,9020.913441854396,66.7933710353057,0.014750704747802202,9020.913441854396,-1
2020-05-25,8992.52,9082.63,8622.2,8915.38,113680,207,0,8863.5,8837.77,9368.842222222222,49.521826212677894,-96.91679101961773,8987.759241249998,96.73799274462479,0.010231435820590823,8987.759241249998,1
2020-05-26,8903.32,9013.5,8690.5,8863.5,103895,207,0,9164.9,9134.9,9319.892222222223,46.14339682508204,-122.12373518950653,9141.800573029883,88.2636170384306,0.011202772564879046,9141.800573029883,1
2020-05-27,8837.77,9227.7,8802.13,9164.9,99441,205,0,9448.88,9427.3,9266.175555555556,43.57541319094563,-116.64046744694753,9341.857600977442,63.89928453844919,0.015408490357201949,9341.857600977442,1
2020-05-28,9134.9,9535.55,9044.15,9448.88,106441,205,0,9411.0,9468.74,9289.34,44.47443100501321,-93.05446788605542,9428.747050635513,92.61229389452896,0.010682357609211877,9428.747050635513,-1
2020-05-29,9427.3,9623.25,9314.4,9411.0,118510,203,0,9684.25,9636.83,9259.301111111112,60.86725371522269,-79.68670712168557,9587.73274608871,127.97769942536696,0.007753278314431797,9587.73274608871,1
2020-06-01,9468.74,9699.85,9379.35,9684.25,97379,225,0,9521.45,9494.91,9259.24,61.69261068091738,-53.38708871515695,9590.021171284701,74.46177090335078,0.01325174307505678,9590.021171284701,-1
2020-06-02,9636.83,10388.95,9222.3,9521.45,120469,201,0,9579.4,9570.9,9252.15111111111,53.25443255510382,-48.06671425857786,9503.643218526824,236.86722256095078,0.004204026049632632,9503.643218526824,-1
2020-06-03,9494.91,9643.8,9370.22,9579.4,127968,212,0,9779.8,9776.1,9309.384444444444,48.87104538413928,-41.97732324240849,9593.255443267504,143.70789338233135,0.0069104730683758175,9593.255443267504,1
2020-06-04,9570.9,9887.05,9446.05,9779.8,126015,201,0,9697.4,9686.0,9374.284444444444,59.47592545745847,-26.53864246268631,9643.830672420234,98.68977987819568,0.010031118548178496,9643.830672420234,-1
2020-06-05,9776.1,9861.45,9545.25,9697.4,113274,202,0,9698.63,9695.35,9461.175555555554,50.32259879965107,-24.036477535945266,9647.561764947153,72.24564748217516,0.013652688376375633,9647.561764947153,-1
2020-06-08,9686.0,9807.84,9638.0,9698.63,75571,210,0,9751.38,9751.25,9553.967777777776,50.27822595246621,-24.38198252452605,9652.46412300271,91.84203613120032,0.010770983076963581,9652.46412300271,-1
2020-06-09,9695.35,9888.3,9514.0,9751.38,101366,218,0,9863.4,9869.85,9619.132222222222,53.40627165698209,-23.15078239504919,9720.914304947153,205.28631047786658,0.004847631419086797,9720.914304947153,-1
2020-06-10,9751.25,10001.43,9615.5,9863.4,116215,213,0,9330.4,9316.81,9665.189999999999,69.68556309923832,-17.160637338202264,9215.942838178198,274.8278971895075,0.0036254490941246245,9215.942838178198,-1
2020-06-11,9869.85,9971.15,9001.45,9330.4,110190,205,0,9463.4,9376.4,9656.234444444442,52.77016855457663,-49.62624805102564,9463.632654072078,92.55115608539879,0.010689338772971907,9463.632654072078,1
2020-06-12,9316.81,9553.7,9223.4,9463.4,80624,220,0,9478.85,9492.65,9631.695555555554,61.99725036559633,-61.87760814781268,9478.2285281061,80.67835267468969,0.012243146038740787,9478.2285281061,1
2020-06-15,9376.4,9489.38,8887.1,9478.85,93083,207,0,9491.01,9496.35,9626.962222222222,63.68959426209453,-68.17756582913648,9483.23036501086,84.98219947637271,0.011630314252135324,9483.23036501086,1
2020-06-16,9492.65,9587.6,9378.88,9491.01,73254,202,0,9375.88,9352.19,9617.141111111112,58.3264820479301,-70.47161523296325,9466.84732088683,106.82553073320231,0.009274241389772021,9466.84732088683,-1
2020-06-17,9496.35,9561.9,9223.41,9375.88,69791,206,0,9346.13,9302.7,9572.261111111111,47.960232924634795,-78.09731243660019,9405.26549127571,74.55117657424192,0.013236061241446443,9405.26549127571,1
2020-06-18,9352.19,9480.13,9290.15,9346.13,62939,225,0,9302.05,9310.55,9533.231111111112,48.17912860904174,-83.03827983243912,9405.664039082285,89.82139826748387,0.011010621054906427,9405.664039082285,1
2020-06-19,9302.7,9430.25,9212.6,9302.05,73741,225,0,9634.25,9673.3,9489.166666666666,37.68780764373885,-86.76274300700763,9466.230603963853,81.98603701075061,0.01205021996496173,9466.230603963853,1
2020-06-22,9310.55,9664.85,9266.7,9634.25,66074,225,0,9627.38,9611.4,9476.152222222221,53.27617454342672,-65.31842200637311,9535.043795079706,146.23704105489495,0.006791769196361167,9535.043795079706,-1
2020-06-23,9673.3,9774.5,9568.25,9627.38,39252,205,0,9283.63,9286.45,9449.927777777779,51.43614855966092,-50.712722801355284,9469.555187419226,117.2890368919808,0.008453868813837584,9469.555187419226,-1
2020-06-24,9611.4,9665.88,9182.35,9283.63,48470,210,0,9270.88,9267.0,9444.731111111112,36.3222864829997,-62.54230417231247,9371.361688111063,85.2189914287135,0.01159837274165759,9371.361688111063,1
2020-06-25,9286.45,9319.45,8976.05,9270.88,43796,225,0,9198.88,9095.75,9423.34,37.77277053447545,-69.05468778301656,9230.928450504267,78.64768545011273,0.012555292653499006,9230.928450504267,-1
2020-06-26,9267.0,9339.3,9021.65,9198.88,54602,202,0,9176.38,9200.26,9392.232222222221,36.23209966334421,-75.51677191816563,9158.385215994846,60.50710132604571,0.016258285278297476,9158.385215994846,-1
2020-06-29,9095.75,9193.63,9012.4,9176.38,46280,225,0,9145.13,9146.7,9357.273333333333,33.89048894467297,-78.2774838303996,9164.629219523822,53.116836098745374,0.018478537772890675,9164.629219523822,-1
2020-06-30,9200.26,9234.7,9043.75,9145.13,52262,207,0,9240.13,9236.2,9331.634444444444,28.922641719829357,-78.95352059935699,9202.929186309533,46.5821983226884,0.021016263124673133,9202.929186309533,1
2020-07-01,9146.7,9298.88,9086.38,9240.13,39775,201,0,9080.88,9058.89,9319.856666666667,46.43452432675824,-70.05055330976826,9096.048972875189,68.89594302792814,0.014306982017546177,9096.048972875189,-1
2020-07-02,9236.2,9265.63,8928.4,9080.88,47883,205,0,9088.63,9014.84,9295.282222222222,35.19819833764146,-71.67634175408513,9121.615471467623,60.053670924171044,0.016379031512159276,9121.615471467623,1
2020-07-03,9058.89,9149.88,9035.0,9088.63,29131,206,0,9276.88,9272.9,9234.657777777777,34.80972252499143,-68.99520906073815,9251.550135054957,49.424578702387784,0.019831598512743676,9251.550135054957,1
2020-07-06,9014.84,9355.65,8892.15,9276.88,44602,225,0,9256.38,9248.15,9195.713333333331,42.66944191492127,-52.07878868654633,9337.278523266801,73.020095440011,0.01350984478006303,9337.278523266801,1
2020-07-07,9272.9,9383.35,9198.1,9256.38,32654,225,0,9427.88,9427.1,9192.685555555556,45.62559484588916,-40.32999171449257,9361.43692322628,61.41168692091215,0.016022640138972626,9361.43692322628,1
2020-07-08,9248.15,9474.3,9223.55,9427.88,42839,225,0,9235.13,9241.45,9210.129999999997,52.711173017610186,-20.091140666607185,9342.985597485233,75.87796400548663,0.013007628556976769,9342.985597485233,-1
2020-07-09,9427.1,9472.13,9154.6,9235.13,41130,202,0,9232.63,9230.9,9214.157777777778,47.97985896445131,-18.79163449070464,9225.216554145696,125.23148805399883,0.007921953669533102,9225.216554145696,-1
2020-07-10,9241.45,9257.38,9110.45,9232.63,29551,212,0,9246.63,9233.9,9220.407777777778,34.863035383154156,-17.246924548078304,9245.61544497559,49.8646989753726,0.01966000035671448,9245.61544497559,1
2020-07-13,9230.9,9342.1,9194.13,9246.63,30585,225,0,9271.63,9259.34,9231.685555555554,35.726335520149945,-14.537201199830037,9272.721275008791,54.00653672346949,0.01817965753828913,9272.721275008791,1
2020-07-14,9233.9,9276.38,9078.15,9271.63,35698,225,0,9211.13,9194.22,9235.185555555556,49.408866995073886,-10.504190670415369,9243.81814560555,69.75498632024475,0.014133279532751111,9243.81814560555,-1
2020-07-15,9259.34,9278.0,9147.65,9211.13,28243,225,0,9102.0,9101.45,9249.657777777777,47.188896730181135,-11.285655529459381,9150.044961669439,53.97071666077232,0.018191503781387126,9150.044961669439,-1
2020-07-16,9194.22,9229.7,9024.63,9102.0,34915,214,0,9153.38,9177.25,9251.143333333332,45.595883187256824,-18.121505310526917,9196.439511016488,39.7666534019606,0.02452985262586962,9196.439511016488,1
2020-07-17,9101.45,9181.8,9075.85,9153.38,26489,212,0,9172.6,9155.25,9237.42111111111,48.98118289095999,-18.10910393098375,9202.686544111728,39.49939911830922,0.024691724365557655,9202.686544111728,1
2020-07-20,9177.25,9234.05,9125.4,9172.6,25862,225,0,9376.38,9378.65,9228.112222222222,51.22993024276241,-15.816103254873234,9293.130073162403,66.6632584203473,0.01477906951787125,9293.130073162403,1
2020-07-21,9155.25,9440.3,9145.85,9376.38,31157,212,0,9372.25,9351.51,9222.39,55.55891016801169,-0.3996338738935883,9380.56943433974,88.09844647584127,0.011223540247372848,9380.56943433974,1
2020-07-22,9378.65,9400.38,9269.7,9372.25,24813,225,0,9592.05,9580.55,9237.625555555554,63.61045973897371,9.166795010107187,9607.650241405774,276.01180373718,0.003609954473090859,9607.650241405774,1
2020-07-23,9351.51,9676.0,9351.51,9592.05,38046,212,0,9623.05,9879.15,9277.56111111111,69.6274289635383,28.834840313454237,9680.503395805561,284.6091008590976,0.0035012889890134835,9680.503395805561,1
2020-07-24,9580.55,9634.75,9473.45,9623.05,32978,215,0,10874.45,10851.55,9319.385555555556,65.38273536025031,41.688856290373295,10241.226383333338,143.32670082446356,0.00692872486024775,10241.226383333338,1
2020-07-27,9879.15,10935.45,9846.14,10874.45,81386,203,0,10982.09,10997.29,9497.476666666666,84.33803462516293,127.38620152421068,10987.631352948718,118.01819313358955,0.008402076805833965,10987.631352948718,1
2020-07-28,10851.55,11408.4,10577.76,10982.09,153861,203,0,11213.58,11237.5,9694.25,83.90170270871602,180.9655077922365,11125.696860476182,198.45891404921352,0.005013563844798959,11125.696860476182,1
2020-07-29,10997.29,11301.7,10850.76,11213.58,87924,211,0,11155.38,11150.8,9928.87,92.43834111979139,219.096494362131,11222.220365781966,110.79742398172517,0.008944749927006043,11222.220365781966,1
2020-07-30,11237.5,11352.35,10801.81,11155.38,71729,212,0,11347.3,11113.4,10151.314444444444,90.28101916058779,226.5591798438064,11352.995989472462,93.93955237445898,0.010533017851778117,11352.995989472462,1
2020-07-31,11150.8,11458.13,10973.38,11347.3,73380,212,0,11384.8,11348.31,10392.947777777777,90.95527940138582,229.8540619176602,11354.809621853412,82.2267545695508,0.012015366995529323,11354.809621853412,1
2020-08-03,11113.4,11483.13,10880.43,11384.8,76346,204,0,11216.06,11182.06,10616.105555555556,90.99915020430022,219.98531484788407,11260.03014613911,81.7332022517553,0.012087045742010834,11260.03014613911,-1
2020-08-04,11348.31,11423.63,10977.08,11216.06,77305,225,0,11696.23,11671.11,10820.973333333335,87.33116600194393,188.72005006473836,11573.180904827363,114.92486684234146,0.008626276891566382,11573.180904827363,1
2020-08-05,11182.06,11732.14,11078.77,11696.23,72014,211,0,11853.7,11855.46,11054.771111111111,92.43972424804589,186.66462840129583,11787.07567473692,109.47469756346169,0.0090518464594624,11787.07567473692,1
2020-08-06,11671.11,11914.01,11465.18,11853.7,88646,225,0,11570.17,11666.25,11302.621111111112,92.69334631900483,182.0057125561499,11659.213691495159,178.32373026855558,0.005576506793063015,11659.213691495159,-1
2020-08-07,11855.46,11917.52,11326.42,11570.17,91687,225,0,11866.12,11843.43,11379.923333333332,84.98294312136501,147.40078748459422,11781.871469425563,171.8688756138089,0.00578473132568995,11781.871469425563,1
2020-08-10,11666.25,12081.38,11432.5,11866.12,118953,212,0,11223.14,11179.83,11478.148888888889,85.37627808374113,132.48543495297815,11384.917035074373,231.63413523069127,0.004298595298614933,11384.917035074373,-1
2020-08-11,11843.43,11941.8,11115.85,11223.14,141275,211,0,11565.63,11534.18,11479.21111111111,72.2580986533711,70.47073227152453,11441.81265579417,200.3872328716433,0.004965558073074884,11441.81265579417,1
2020-08-12,11179.83,11628.63,11110.14,11565.63,108229,212,0,11640.75,11645.75,11524.794444444444,73.05325570964001,44.91575867997494,11569.428878692104,81.33912784164674,0.01214489424667193,11569.428878692104,1
2020-08-13,11534.18,11664.38,11264.88,11640.75,97565,225,0,11772.76,11825.52,11557.4,73.32816907922118,26.387370008423204,11783.6853323235,126.6847037253263,0.007831791677656137,11783.6853323235,1
2020-08-14,11645.75,11863.69,11579.93,11772.76,82458,225,0,12322.21,12318.5,11600.506666666666,64.01327838113569,16.804842128752398,12090.861243562815,233.3427746230242,0.004267253392423348,12090.861243562815,1
2020-08-17,11825.52,12480.26,11724.0,12322.21,84812,212,0,12021.25,12035.89,11723.412222222223,68.37280848473546,39.93348237870032,12225.340076547613,237.03735568256954,0.004201021294042319,12225.340076547613,-1
2020-08-18,12318.5,12419.63,11842.3,12021.25,82064,205,0,11711.37,11711.12,11759.525555555556,60.86603219704613,27.990211580256414,11884.003848214292,227.5601788354751,0.0043752153375756315,11884.003848214292,-1
2020-08-19,12035.89,12096.1,11551.25,11711.37,98573,212,0,11858.77,11841.75,11743.71111111111,57.00562223896659,-5.942416532203538,11806.306165651571,146.34833112492672,0.006786639471010821,11806.306165651571,1
2020-08-20,11711.12,11891.82,11674.13,11858.77,89022,205,0,11642.04,11640.93,11775.777777777777,56.51778318657374,-22.68265808793376,11573.723593166005,147.7958982845278,0.006720615363252811,11573.723593166005,-1
2020-08-21,11841.75,11899.0,11588.83,11642.04,110015,225,0,11733.84,11707.37,11750.880000000001,53.13487111492417,-50.95572125740625,11731.207771618383,118.99141405498416,0.008333929622179182,11731.207771618383,1
2020-08-24,11640.93,11830.13,11586.47,11733.84,50430,225,0,11260.5,11254.54,11807.624444444444,56.43054789688868,-65.16941068243386,11516.861274429739,128.46512888374556,0.007724087625927129,11516.861274429739,-1
2020-08-25,11707.37,11788.84,11108.26,11260.5,83284,214,0,11502.86,11502.7,11773.721111111112,44.57927252550938,-105.74323219365874,11494.712251454352,122.19248491585914,0.00811737826932384,11494.712251454352,1
2020-08-26,11254.54,11546.58,11242.46,11502.86,63709,224,0,11260.33,11236.36,11758.400000000001,45.7256335282651,-114.79681483708214,11394.1362934049,141.44356217181175,0.007020324293728528,11394.1362934049,-1
2020-08-27,11502.7,11595.12,11116.01,11260.33,85646,201,0,11490.68,11608.18,11701.463333333333,46.18705390105833,-134.30242049069227,11485.383100675133,138.31421110110438,0.007178018610565658,11485.383100675133,1
2020-08-28,11236.36,11552.88,11190.01,11490.68,87088,201,0,11675.74,11645.87,11609.07111111111,45.303947565917845,-128.85243634892242,11516.247515144823,91.32383856590187,0.010831438721930826,11516.247515144823,1
2020-08-31,11608.18,11778.15,11572.19,11675.74,60784,212,0,12019.67,11988.22,11570.681111111111,56.39359453931087,-110.6430903956026,11874.985423874174,176.1832526908325,0.005643874264713395,11874.985423874174,1
2020-09-01,11645.87,12058.63,11510.25,12019.67,75805,201,0,11373.63,11337.06,11604.936666666668,56.41132812941271,-75.00009741858821,11454.064978118535,191.08089749898,0.005206139772463893,11454.064978118535,-1
2020-09-02,11988.22,12061.01,11132.31,11373.63,98894,212,0,10778.33,10749.8,11551.032222222224,46.75181913693138,-93.3051290786974,11100.250203373009,171.63325092507068,0.005792626823867423,11100.250203373009,-1
2020-09-03,11337.06,11480.67,10449.9,10778.33,115955,209,0,10585.63,10216.82,11455.064444444442,39.13222137950178,-141.01338790221956,10728.67341600108,176.48863638104166,0.005634163518238706,10728.67341600108,-1
2020-09-04,10749.8,10800.63,9858.16,10585.63,128345,206,0,10129.88,10171.24,11327.485555555555,29.416505862440076,-178.63568462681138,10157.691233333335,106.31792922079671,0.009318107489221046,10157.691233333335,-1
2020-09-07,10216.82,10350.34,9872.61,10129.88,96395,225,0,10016.88,9989.15,11201.861111111111,28.375297553033604,-224.34416235083887,10102.627041666667,71.35225157618628,0.013821269942746826,10102.627041666667,-1
2020-09-08,10171.24,10444.63,9916.61,10016.88,102986,225,0,10256.88,10241.72,11036.752222222221,29.7129749131406,-250.3399577383229,10212.029458333333,101.95934935540474,0.00971257109005328,10212.029458333333,1
2020-09-09,9989.15,10349.38,9827.49,10256.88,85458,225,0,10298.63,10301.23,10925.257777777777,31.237628517014954,-239.51927245526784,10268.107366666669,98.35812614170321,0.010064602049497327,10268.107366666669,1
2020-09-10,10241.72,10499.0,10172.11,10298.63,91542,221,0,10322.88,10319.0,10792.807777777778,33.59258019839223,-218.29590752470307,10331.886396666672,90.076269145562,0.010979808564641105,10331.886396666672,1
2020-09-11,10301.23,10381.88,10199.07,10322.88,72843,225,0,10691.13,10692.31,10642.489999999998,32.47846690310851,-192.28417697092186,10546.847646666669,88.84101253520048,0.011130773928089819,10546.847646666669,1
2020-09-14,10319.0,10757.84,10250.63,10691.13,72741,201,0,10864.13,10847.81,10494.874444444444,42.7399796494503,-142.2432386208593,10837.920191541652,78.95412669689647,0.012507171816046068,10837.920191541652,1
2020-09-15,10692.31,10935.69,10612.4,10864.13,89904,213,0,10989.13,10983.38,10438.263333333332,41.70891843267365,-91.90068477097302,10931.889929222032,61.75306438753367,0.015935476773284985,10931.889929222032,1
2020-09-16,10847.81,11098.63,10659.88,10989.13,89400,225,0,10934.13,10927.7,10461.685555555556,46.36887515464414,-46.861911642057805,10923.400530284302,69.80260381880393,0.014123774353824224,10923.400530284302,-1
2020-09-17,10983.38,11045.63,10738.27,10934.13,96255,212,0,10890.13,10850.37,10500.407777777778,42.18115610152203,-18.8888241395573,10879.670991950965,58.192001347832225,0.01689417450380942,10879.670991950965,-1
2020-09-18,10927.7,11043.39,10810.38,10890.13,87605,225,0,10478.94,10458.24,10584.879999999997,38.50765220291576,-2.3335274876162657,10512.242398115082,119.21395934169107,0.008318501490809751,10512.242398115082,-1
2020-09-21,10850.37,10995.67,10274.55,10478.94,105303,225,0,10513.38,10474.4,10636.22,27.896293788358307,-17.230426344300938,10514.61168527778,87.35407213761104,0.011318097466322828,10514.61168527778,1
