time,open,high,low,close,tick_volume,spread,real_volume
2020-09-10,10241.72,10499.0,10172.11,10298.63,91542,221,0
2020-09-11,10301.23,10381.88,10199.07,10322.88,72843,225,0
2020-09-14,10319.0,10757.84,10250.63,10691.13,72741,201,0
2020-09-15,10692.31,10935.69,10612.4,10864.13,89904,213,0
2020-09-16,10847.81,11098.63,10659.88,10989.13,89400,225,0
2020-09-17,10983.38,11045.63,10738.27,10934.13,96255,212,0
2020-09-18,10927.7,11043.39,10810.38,10890.13,87605,225,0
2020-09-21,10850.37,10995.67,10274.55,10478.94,105303,225,0
2020-09-22,10458.24,10533.59,10346.43,10513.38,78902,213,0
2020-09-23,10474.4,10573.26,10128.36,10213.47,79844,225,0
2020-09-24,10237.82,10712.49,10187.88,10636.88,105148,212,0
2020-09-25,10627.22,10787.77,10552.36,10712.13,126130,201,0
2020-09-28,10700.42,10950.54,10692.89,10868.88,102898,212,0
2020-09-29,10853.93,10890.63,10613.28,10755.88,125703,225,0
2020-09-30,10747.71,10863.07,10661.11,10706.63,82348,225,0
2020-10-01,10697.84,10927.13,10433.67,10607.63,103875,213,0
2020-10-02,10616.57,10662.38,10369.8,10538.88,123669,213,0
2020-10-05,10654.61,10774.63,10618.67,10746.63,69114,224,0
2020-10-06,10714.48,10803.13,10518.49,10541.99,82460,224,0
2020-10-07,10523.65,10682.63,10498.71,10666.38,87540,225,0
2020-10-08,10658.86,10957.13,10533.49,10892.13,96095,217,0
2020-10-09,10870.39,11105.04,10792.8,11040.63,112578,223,0
2020-10-12,11265.83,11590.88,11168.42,11566.88,111774,208,0
2020-10-13,11546.66,11724.07,11296.96,11427.92,113405,211,0
2020-10-14,11408.68,11555.58,11290.9,11387.38,100535,213,0
2020-10-15,11364.88,11609.96,11205.25,11540.23,138738,223,0
2020-10-16,11490.28,11547.45,11186.16,11309.53,119075,203,0
2020-10-19,11420.55,11837.12,11409.18,11735.12,65766,211,0
2020-10-20,11719.69,12060.97,11680.0,11903.12,92339,207,0
2020-10-21,11890.21,12926.65,11881.1,12850.13,135317,201,0
2020-10-22,12859.64,13252.52,12684.01,13130.28,148880,205,0
2020-10-23,13120.78,13204.63,12727.86,12943.62,90424,224,0
2020-10-26,13041.71,13251.13,12775.05,13019.87,100632,201,0
2020-10-27,13033.59,13767.37,12995.46,13636.46,93402,210,0
2020-10-28,13638.54,13866.87,12885.55,13209.12,138207,211,0
2020-10-29,13185.94,13657.46,12982.65,13489.87,150940,213,0
2020-10-30,13446.81,13677.26,13114.21,13658.48,157515,212,0
2020-11-02,13804.67,13844.87,13211.27,13620.63,124717,225,0
2020-11-03,13611.13,13805.63,13289.39,13740.12,115792,224,0
2020-11-04,13697.55,14271.77,13531.19,13999.25,156597,210,0
2020-11-05,14015.29,15319.62,14006.79,15259.87,184924,201,0
2020-11-06,15196.69,15979.41,15180.33,15546.87,194502,202,0
2020-11-09,15367.09,15843.48,14806.01,15391.37,187315,202,0
2020-11-10,15351.35,15488.22,15083.02,15394.38,125685,201,0
2020-11-11,15393.67,15991.55,15286.13,15810.54,194508,211,0
2020-11-12,15813.11,16216.71,15447.82,16161.01,183586,201,0
2020-11-13,16196.01,16498.13,15962.19,16305.25,162292,202,0
2020-11-16,15838.77,16893.87,15784.1,16735.58,176568,208,0
2020-11-17,16690.58,17876.82,16570.13,17633.15,152111,219,0
2020-11-18,17543.11,18472.53,17222.32,17794.09,212919,202,0
2020-11-19,17805.15,18181.25,17344.51,17933.31,151382,201,0
2020-11-20,17919.84,18828.19,17711.45,18588.12,184507,205,0
2020-11-23,18575.99,18792.12,17956.01,18426.98,172871,202,0
2020-11-24,18404.41,19444.4,18020.04,18963.99,171299,206,0
2020-11-25,18945.88,19507.7,18559.0,18856.1,171808,218,0
2020-11-26,18857.88,18929.51,16151.0,17090.54,274878,201,0
2020-11-27,17043.87,17464.29,16438.43,17017.14,281387,202,0
2020-11-30,18162.93,19837.52,18081.48,19372.95,216016,201,0
2020-12-01,19298.46,19908.78,18079.16,19072.78,222600,214,0
2020-12-02,19078.78,19343.36,18330.87,19158.06,173153,207,0
2020-12-03,19188.06,19625.87,18867.04,19464.62,166535,225,0
2020-12-04,19462.64,19558.86,18689.41,18807.02,164637,201,0
2020-12-07,19250.77,19436.71,18899.84,19080.87,167196,225,0
2020-12-08,19062.55,19310.9,18605.99,18772.43,195256,212,0
2020-12-09,18811.93,18825.57,17628.87,18508.61,211880,210,0
2020-12-10,18568.41,18642.37,17898.6,18344.67,236774,206,0
2020-12-11,18366.28,18388.17,17534.7,18117.58,262144,201,0
2020-12-14,19160.24,19342.12,18968.61,19192.87,204451,224,0
2020-12-15,19191.93,19566.28,19021.98,19428.12,187875,209,0
2020-12-16,19389.75,21304.23,19284.46,21234.0,220362,205,0
2020-12-17,21287.52,23744.76,21204.58,22769.72,257975,201,0
2020-12-18,22843.9,23288.66,22345.07,22927.55,208094,208,0
2020-12-21,23252.38,24122.73,21857.5,23132.68,228454,203,0
2020-12-22,23097.34,23627.51,22372.7,23432.93,223257,207,0
2020-12-23,23377.68,24077.23,22741.41,23295.52,219385,214,0
2020-12-24,23284.37,23559.48,22590.96,23348.61,221035,206,0
2020-12-28,26327.16,27455.92,26075.13,26626.19,228472,205,0
2020-12-29,26640.88,27187.86,25824.4,26872.87,228047,201,0
2020-12-30,26915.41,29011.48,26881.24,28895.68,236474,204,0
2020-12-31,28896.62,29329.39,27893.11,29007.66,259947,201,0
2021-01-04,33396.67,33670.25,27574.04,31045.98,353647,203,0
2021-01-05,30994.24,34277.02,29893.96,33808.8,379922,201,0
2021-01-06,33983.7,36517.98,33346.97,35850.18,193929,201,0
2021-01-07,35986.68,40428.9,35983.01,39588.34,217294,200,0
2021-01-08,39522.6,41978.72,36515.64,39673.01,341048,201,0
2021-01-11,38173.75,39020.16,30281.47,34034.86,300092,200,0
2021-01-12,33758.54,36635.34,32499.0,34725.35,191165,201,0
2021-01-13,34927.99,37419.05,32322.0,37218.68,183444,201,0
2021-01-14,37593.48,40089.39,36719.4,38827.22,134316,201,0
2021-01-15,38562.21,39684.38,34312.25,36128.87,209169,201,0
2021-01-18,36657.19,37423.51,34754.0,36229.46,233459,201,0
2021-01-19,36351.79,37862.69,36014.65,36473.61,229092,205,0
2021-01-20,36537.97,36766.75,33365.21,34873.72,250246,209,0
2021-01-21,34895.4,35677.33,30932.32,31263.35,277737,201,0
2021-01-22,30777.3,33860.51,28792.63,33282.45,273761,201,0
2021-01-25,31820.15,34885.08,31669.41,32657.06,246778,203,0
2021-01-26,32543.8,32833.73,30813.92,31992.5,332040,215,0
2021-01-27,31968.69,32927.5,29146.52,30896.94,342661,202,0
2021-01-28,30888.05,33342.04,29865.47,33280.53,275120,201,0
2021-01-29,33404.73,38624.04,31978.1,34572.07,309127,205,0
2021-02-01,32673.47,34704.38,32319.27,33668.76,365776,223,0
2021-02-02,33614.76,36005.17,33410.74,35702.0,336314,220,0
2021-02-03,35687.47,37462.75,35377.26,37274.51,260589,201,0
2021-02-04,37285.68,38754.51,36165.49,37700.13,190922,201,0
2021-02-05,37649.38,38349.98,36589.04,37850.95,200247,201,0
2021-02-08,38507.41,44831.92,38037.44,44810.92,229506,201,0
2021-02-09,44853.79,48219.97,44301.79,47381.02,230543,201,0
2021-02-10,46995.25,47392.26,43723.61,45019.73,165967,201,0
2021-02-11,44973.59,48677.7,43999.0,46943.47,164360,201,0
2021-02-12,47147.18,48957.16,46167.5,47911.65,170634,202,0
2021-02-15,48868.72,49319.81,45762.95,48166.14,162367,207,0
2021-02-16,48054.51,50599.41,47006.53,48606.83,212123,201,0
2021-02-17,48540.0,52651.0,48514.89,52309.29,195669,201,0
2021-02-18,52312.01,52556.64,50797.49,52071.25,147905,207,0
2021-02-19,52060.48,56357.47,50691.03,55504.88,174955,208,0
2021-02-22,57460.85,57633.99,47149.0,54883.32,224191,200,0
2021-02-23,54978.02,55027.93,44842.09,48077.02,298562,205,0
2021-02-24,47811.08,51394.14,46951.68,48744.35,293698,205,0
2021-02-25,48420.88,52069.43,48023.14,48181.41,314470,225,0
2021-02-26,48009.0,48808.59,44095.12,45943.36,345759,201,0
2021-03-01,45259.96,49540.89,44849.42,48844.42,294407,207,0
2021-03-02,48816.35,50239.87,47002.32,47430.52,254820,211,0
2021-03-03,47486.45,52615.61,47485.64,50891.91,222559,204,0
2021-03-04,50787.22,51781.39,47413.81,47897.44,238503,215,0
2021-03-05,48145.38,49453.13,46230.43,49106.59,204863,221,0
2021-03-08,50036.46,51994.54,49283.57,51868.58,199127,201,0
2021-03-09,51720.79,54801.01,51348.07,54301.76,202028,204,0
2021-03-10,54342.76,57395.91,52932.45,56910.24,191414,205,0
2021-03-11,56963.57,57938.07,54241.53,57684.48,186619,200,0
2021-03-12,57657.5,58135.65,54997.96,56818.75,205086,201,0
2021-03-15,60419.49,60746.85,54508.63,56368.95,221698,227,0
2021-03-16,56459.14,56962.07,53167.28,56351.87,234486,211,0
2021-03-17,56368.82,58313.31,54093.55,57843.25,230759,201,0
2021-03-18,57828.6,60074.09,56916.12,57502.08,200830,202,0
2021-03-19,57610.96,59450.86,56232.18,58236.92,206212,233,0
2021-03-22,57935.84,58424.48,54135.76,54600.64,205490,201,0
2021-03-23,54813.84,55853.34,52933.38,54325.81,260548,201,0
2021-03-24,54420.19,57204.04,53171.64,54156.95,263205,204,0
2021-03-25,53821.69,54205.63,50372.86,51973.98,271849,201,0
2021-03-26,52200.76,54286.74,51207.17,54096.17,179906,230,0
2021-03-29,54962.3,58367.86,54787.06,57156.46,106854,216,0
2021-03-30,57320.92,59402.61,56999.13,58623.0,109083,201,0
2021-03-31,58668.99,59803.28,56793.69,58907.83,122874,222,0
2021-04-01,59015.74,59491.81,57874.86,58823.31,132551,201,0
2021-04-02,58845.83,60087.01,58419.46,58686.75,137681,215,0
2021-04-05,58018.33,59266.25,56793.6,58795.75,162619,201,0
2021-04-06,58787.89,59478.75,57304.45,58241.25,169315,203,0
2021-04-07,58198.27,58652.37,55429.46,56148.49,166322,207,0
2021-04-08,56156.07,58160.5,55686.77,57665.0,138964,201,0
2021-04-09,57575.41,58895.2,57433.34,58293.0,119590,216,0
2021-04-12,59578.8,61202.75,59371.25,59965.96,121733,217,0
2021-04-13,59912.31,63732.66,59703.3,63197.0,155272,208,0
2021-04-14,63162.46,64894.25,61239.98,62332.52,232203,201,0
2021-04-15,62527.77,63659.68,62016.46,63370.34,192278,207,0
2021-04-16,63455.5,63834.1,60004.45,61932.49,214910,208,0
2021-04-19,56211.88,57607.81,54285.17,56169.01,210243,208,0
2021-04-20,56293.68,57087.51,53389.39,56813.99,225949,201,0
2021-04-21,56774.68,57094.51,54298.43,55031.12,204756,201,0
2021-04-22,55035.03,55458.32,51399.17,51813.66,219148,222,0
2021-04-23,51162.76,52207.48,47302.86,50607.33,267971,201,0
2021-04-26,47957.86,54402.0,47009.18,53274.45,326543,211,0
2021-04-27,52813.04,55402.0,52601.9,55100.25,264609,425,0
2021-04-28,55008.27,56466.15,53854.0,54393.63,258746,425,0
2021-04-29,54234.72,55233.58,52375.08,52982.99,262419,437,0
2021-04-30,52938.36,57408.39,52771.55,56770.61,232467,405,0
2021-05-03,57138.63,58986.8,56253.89,56835.99,193927,423,0
2021-05-04,56839.86,57530.56,53228.78,54812.11,248524,250,0
2021-05-05,54490.02,57960.92,52893.9,56843.79,241397,414,0
2021-05-06,56863.27,58389.64,55206.63,55955.89,205270,306,0
2021-05-07,56046.73,58744.18,55264.75,57532.27,247311,408,0
2021-05-10,57999.27,59624.6,53478.03,55278.07,268043,223,0
2021-05-11,55621.19,56963.5,54465.48,56912.0,260613,415,0
2021-05-12,56882.76,58038.27,53543.63,54489.13,219417,427,0
2021-05-13,54421.31,54816.77,45319.61,49223.6,276156,341,0
2021-05-14,49084.99,51598.96,48377.91,49257.17,226675,401,0
2021-05-17,44656.4,46634.28,42051.83,44842.94,296576,401,0
2021-05-18,44434.45,45833.99,42375.42,43282.7,304397,333,0
2021-05-19,43395.0,43593.48,28469.43,38391.41,331985,400,0
2021-05-20,38696.63,42539.02,34862.71,40033.87,334045,350,0
2021-05-21,39957.55,42311.31,35248.0,35286.38,299758,438,0
2021-05-24,33851.4,39932.58,33631.42,38991.13,336779,401,0
2021-05-25,39188.39,39856.68,36486.0,37655.01,326373,350,0
2021-05-26,37602.94,40920.51,37436.23,38711.22,303097,401,0
2021-05-27,38775.58,40434.01,37185.54,38458.26,313426,401,0
2021-05-28,38196.12,39189.41,35114.65,35275.42,345853,401,0
2021-05-31,36008.62,37487.99,34168.48,36648.26,278476,401,0
2021-06-01,36747.68,37912.26,35660.01,36324.76,297791,251,0
2021-06-02,36246.86,38238.01,35899.29,37758.26,240837,201,0
2021-06-03,37754.33,39489.26,37172.52,38668.26,243406,401,0
2021-06-04,38903.22,39290.99,35543.33,36984.01,253181,406,0
2021-06-07,35819.51,36811.93,34002.0,34468.82,229576,420,0
2021-06-08,34563.82,34568.82,30986.17,33642.75,313558,411,0
2021-06-09,33566.46,36988.55,32421.25,36399.86,319689,571,0
2021-06-10,36396.92,38454.12,35799.0,36419.71,301759,547,0
2021-06-11,36373.63,37697.13,35899.97,37230.25,271417,505,0
2021-06-14,39078.83,41066.05,38680.08,39815.51,302820,551,0
2021-06-15,40204.38,41320.55,39490.53,39956.01,309233,523,0
2021-06-16,39910.02,40505.38,38266.19,38523.81,270714,801,0
2021-06-17,38502.82,39564.55,37348.09,37743.59,223473,825,0
2021-06-18,37654.59,38203.36,35120.62,35422.95,163054,818,0
2021-06-21,35708.48,35824.81,31661.95,32578.81,231982,806,0
2021-06-22,32345.59,33307.92,28796.0,32865.24,272277,783,0
2021-06-23,32738.24,34830.36,31704.25,33050.3,248547,421,0
2021-06-24,33213.33,35263.04,32313.99,34858.76,222247,533,0
2021-06-25,34757.72,35494.37,31446.94,32175.62,236725,806,0
2021-06-28,32666.75,35297.03,32370.88,34696.08,198367,804,0
2021-06-29,34605.08,36634.33,34088.6,36141.27,212785,801,0
2021-06-30,36196.97,36315.27,34028.84,34563.63,207884,807,0
2021-07-01,34652.15,35216.15,32682.4,33392.26,213789,578,0
2021-07-02,33451.84,33974.88,32696.0,33085.51,249049,650,0
2021-07-05,35537.43,35943.33,33078.13,33841.65,176823,650,0
2021-07-06,33911.46,35117.72,33521.33,33942.01,174981,515,0
2021-07-07,33836.64,35067.01,33600.06,34546.76,153278,650,0
2021-07-08,34473.0,34544.51,32062.8,32790.26,183679,650,0
2021-07-09,32836.95,33689.51,32248.07,33512.53,169823,525,0
2021-07-12,33796.26,34679.38,32639.6,32839.0,114038,801,0
2021-07-13,32799.33,33337.11,32182.3,32512.14,101045,803,0
2021-07-14,32578.44,33095.34,31574.86,32798.83,111919,815,0
2021-07-15,32813.33,33181.55,31118.92,31726.04,111720,820,0
2021-07-16,31723.56,32253.57,31014.27,31852.88,135365,650,0
2021-07-19,31606.61,31919.51,30400.08,30760.66,125293,822,0
2021-07-20,30790.66,31053.93,29266.91,29847.76,126258,804,0
2021-07-21,29878.32,32810.42,29484.17,31838.21,133196,814,0
2021-07-22,31705.21,32599.4,31622.17,32243.97,137917,828,0
2021-07-23,32252.32,32930.36,31983.78,32487.49,92064,650,0
2021-07-26,34455.38,40555.65,34444.46,37585.3,172537,801,0
2021-07-27,37358.8,38788.75,36389.26,37989.26,174072,801,0
2021-07-28,38026.91,40942.03,37944.34,40066.14,198451,809,0
2021-07-29,39975.21,40643.01,39241.04,39710.94,149815,801,0
2021-07-30,39688.44,41637.36,38302.23,40989.45,119076,650,0
2021-08-02,41081.78,41301.18,38660.61,38831.31,145755,817,0
2021-08-03,38927.77,39775.68,37566.0,38095.41,133513,807,0
2021-08-04,38061.91,39860.01,37416.05,39691.41,127423,803,0
2021-08-05,39800.43,41391.4,37211.7,40897.19,144850,801,0
2021-08-06,40932.69,43382.84,39832.96,42678.53,168665,500,0
2021-08-09,43934.8,46496.86,42768.91,45468.1,163692,801,0
2021-08-10,45573.35,46723.73,44641.81,45617.31,169017,860,0
2021-08-11,45650.92,46782.09,45230.48,46326.76,150196,806,0
2021-08-12,46088.6,46381.39,43773.0,44407.18,158315,801,0
2021-08-13,44251.68,47899.25,43874.98,47564.91,143208,650,0
2021-08-16,46786.29,48064.49,45655.72,46029.26,172181,809,0
2021-08-17,46105.22,47174.26,44514.61,44993.79,181158,819,0
2021-08-18,44962.79,46033.51,44195.03,44567.7,191083,801,0
2021-08-19,44703.11,46889.76,43929.13,46579.96,210769,802,0
2021-08-20,46551.46,49122.51,46326.74,48701.26,174252,650,0
2021-08-23,48302.58,50515.34,48246.28,49481.99,181334,825,0
2021-08-24,49596.7,49883.26,47712.44,48328.76,175459,801,0
2021-08-25,48295.27,49167.06,47111.38,48718.76,176577,815,0
2021-08-26,48730.79,49367.76,46296.0,47004.42,191250,811,0
2021-08-27,47103.92,49198.0,46351.58,48873.65,166161,524,0
2021-08-30,48951.45,49422.17,47393.46,48659.78,145573,841,0
2021-08-31,48632.28,48637.78,46676.6,46967.51,167306,813,0
2021-09-01,46896.0,49106.13,46503.72,48246.94,146636,804,0
2021-09-02,48273.94,50383.26,48222.94,49557.51,142430,801,0
2021-09-03,49615.76,51086.26,48315.13,50190.26,168543,650,0
2021-09-06,51495.8,52221.76,50996.0,51921.82,144517,801,0
2021-09-07,51990.32,52954.73,42635.92,46787.31,201116,808,0
2021-09-08,46836.31,47395.32,44405.89,46105.87,207582,808,0
2021-09-09,46163.37,47404.26,45459.32,46268.26,205625,824,0
2021-09-10,46215.89,47037.26,44704.8,45139.51,176252,650,0
2021-09-13,45001.66,46875.7,43335.26,45086.34,213747,808,0
2021-09-14,45312.61,46983.18,44631.0,46822.01,186677,825,0
2021-09-15,46769.87,48455.23,46367.94,47929.32,172488,810,0
2021-09-16,47936.49,48511.8,47002.71,47060.96,135751,821,0
2021-09-17,47252.46,48164.49,46696.55,47154.39,117852,550,0
2021-09-20,47637.86,47674.13,42414.62,43497.51,174570,822,0
2021-09-21,43514.26,43920.72,40067.48,40952.04,185968,831,0
2021-09-22,40583.54,44026.67,39527.42,43430.32,189512,803,0
2021-09-23,43405.82,44949.25,43007.85,44660.76,138045,803,0
2021-09-24,44724.26,45154.46,40647.54,42895.04,192442,550,0
2021-09-27,43553.64,44359.1,42585.34,42702.85,148013,835,0
2021-09-28,42748.85,43420.03,41110.69,41762.73,212664,823,0
2021-09-29,41844.19,42589.26,40734.11,41100.56,185274,950,0
2021-09-30,41227.7,44099.98,40943.59,43390.45,186659,811,0
2021-10-01,43467.5,48212.76,43262.33,48029.0,162317,549,0
2021-10-04,48253.94,49515.91,46903.75,49016.87,262723,801,0
2021-10-05,49102.68,51793.79,48555.1,51385.5,286141,801,0
2021-10-06,51387.12,55416.2,50406.0,54852.8,313954,801,0
2021-10-07,54969.27,55777.7,53359.67,54204.5,323182,801,0
2021-10-08,54231.82,56155.59,53592.9,53928.04,277803,450,0
2021-10-11,54746.33,57839.08,54347.44,57381.26,249676,822,0
2021-10-12,57111.57,57683.67,53715.79,55370.51,219742,824,0
2021-10-13,55103.55,57492.83,54180.47,56964.97,200880,801,0
2021-10-14,57017.54,58553.51,56729.61,57475.01,195268,817,0
2021-10-15,57476.72,62872.5,56852.76,62316.99,197451,432,0
2021-10-18,59578.8,62674.26,59553.3,61411.76,212669,824,0
2021-10-19,61207.44,64364.39,61102.94,64113.81,185118,801,0
2021-10-20,64006.31,67029.75,63514.56,65974.26,174223,801,0
2021-10-21,65816.47,66662.65,61882.34,62709.51,212359,803,0
2021-10-22,62828.66,63759.88,59944.76,60772.51,263802,450,0
2021-10-25,61212.99,63730.51,60637.85,62528.31,219005,817,0
2021-10-26,62609.31,63286.54,61749.74,62042.34,183258,825,0
2021-10-27,61930.84,62016.75,57984.47,58968.06,261600,801,0
2021-10-28,58897.36,62512.44,57689.92,61424.59,255507,825,0
2021-10-29,60794.7,62981.73,60136.83,62357.51,227971,450,0
2021-11-01,60954.67,62490.38,59363.59,60650.98,231174,850,0
2021-11-02,60552.48,64307.76,60432.05,63125.65,215564,811,0
2021-11-03,63082.71,63555.37,60178.51,62768.19,116350,804,0
2021-11-04,62843.19,63235.61,60669.42,61373.08,92467,803,0
2021-11-05,61366.08,62621.22,60763.0,60946.67,85981,650,0
2021-11-08,62997.1,66553.08,62777.63,66144.69,94623,808,0
2021-11-09,66145.86,68515.21,66079.06,67758.86,82628,813,0
2021-11-10,67617.16,69036.84,62796.0,64361.36,92619,883,0
2021-11-11,64120.04,65593.27,64089.04,65019.2,91405,801,0
2021-11-12,64943.82,65492.96,62286.22,64065.99,144723,650,0
2021-11-15,64439.97,66338.42,63370.35,63882.33,126501,845,0
2021-11-16,63747.92,64018.93,58558.77,60544.4,223749,807,0
2021-11-17,60585.2,61162.0,58367.06,60053.6,143461,810,0
2021-11-18,60109.2,60962.86,56596.49,57549.69,135437,802,0
2021-11-19,57358.33,58385.51,55599.34,57908.69,140836,650,0
2021-11-22,59424.06,59557.62,55609.63,56246.75,200237,814,0
2021-11-23,56408.25,57871.74,55346.1,57661.94,167281,900,0
2021-11-24,57670.46,57750.66,55857.67,57316.29,110880,811,0
2021-11-25,57380.52,59452.75,56838.61,58829.84,99680,835,0
2021-11-26,58821.35,59347.81,53498.18,54222.09,155340,650,0
2021-11-29,56523.91,58902.16,56064.88,58260.61,114331,801,0
2021-11-30,58353.62,59239.84,55903.69,57111.06,155014,801,0
2021-12-01,57174.85,59088.66,56448.61,57000.35,127246,816,0
2021-12-02,57119.31,57413.16,55809.96,56902.43,116727,850,0
2021-12-03,56784.53,57673.66,51516.0,53721.05,124687,402,0
2021-12-06,49089.69,50578.95,46874.0,49965.37,145326,801,0
2021-12-07,50185.13,51955.91,50094.94,50517.47,102460,801,0
2021-12-08,50393.47,51238.17,48621.58,50602.97,106765,809,0
2021-12-09,50652.47,50832.09,47322.05,47965.24,115459,814,0
2021-12-10,48238.24,50104.6,47238.53,47951.97,120790,650,0
2021-12-13,49974.16,50376.2,45669.09,46864.63,122270,801,0
2021-12-14,46714.42,48653.67,46273.27,48249.58,121129,801,0
2021-12-15,48221.58,49504.5,46542.41,49188.85,119860,805,0
2021-12-16,49129.54,49437.74,47654.42,48131.04,88116,801,0
2021-12-17,47827.54,48010.01,45422.97,46983.53,107120,650,0
2021-12-20,46817.03,47556.46,45556.41,46985.96,111788,823,0
2021-12-21,47051.72,49335.85,46644.67,49045.32,90404,801,0
2021-12-22,49045.37,49571.71,48433.76,49051.44,79749,850,0
2021-12-23,49023.37,51371.95,48009.58,50809.29,84184,801,0
2021-12-24,50785.79,51905.29,50414.65,51007.64,84795,650,0
2021-12-27,50911.13,52109.69,50444.64,50955.63,77316,807,0
2021-12-28,51086.72,51227.96,47295.71,47562.31,116737,801,0
2021-12-29,47605.43,48158.54,46568.45,47196.7,94587,826,0
2021-12-30,47115.7,47922.76,45856.91,47228.26,88680,830,0
2021-12-31,47279.76,48596.17,45636.0,46252.29,100115,407,0
2022-01-03,47096.75,47579.18,45669.51,46012.79,99364,854,0
2022-01-04,46037.25,47521.6,45516.13,46281.57,89913,803,0
2022-01-05,46119.89,47063.68,43352.65,43633.57,100549,801,0
2022-01-06,43655.07,43787.51,42396.46,43094.37,129476,803,0
2022-01-07,43125.87,43234.05,40596.0,41867.26,129804,850,0
2022-01-10,42310.03,42492.95,39636.02,41684.02,122675,816,0
2022-01-11,41794.88,43110.22,41251.5,42669.37,99433,846,0
2022-01-12,42639.36,44346.13,42457.17,43806.92,91863,817,0
2022-01-13,43785.92,44451.12,42304.29,42835.82,94193,833,0
2022-01-14,42815.32,43431.67,41762.99,43345.06,93154,821,0
2022-01-17,43074.67,43292.42,41594.15,41734.71,81883,850,0
2022-01-18,41630.21,42497.01,41261.7,42387.24,102446,830,0
2022-01-19,42294.24,42678.2,41126.97,41728.01,98527,839,0
2022-01-20,41697.01,43504.87,41298.19,41365.95,86507,817,0
2022-01-21,41399.06,41513.72,36106.03,36610.72,178334,818,0
2022-01-24,35346.36,37549.35,32902.52,36808.57,201026,803,0
2022-01-25,36761.07,37561.36,35697.72,36608.51,154417,824,0
2022-01-26,36605.01,38921.08,36314.45,36349.16,146860,801,0
2022-01-27,36424.49,37218.17,35494.73,36201.02,136384,801,0
2022-01-28,36150.73,38015.6,35908.5,37859.15,134380,811,0
2022-01-31,37769.25,38762.9,36634.08,38411.43,99022,805,0
2022-02-01,38472.93,39287.42,37981.44,38718.27,111681,801,0
2022-02-02,38847.12,38911.39,36573.65,36862.3,113848,861,0
2022-02-03,36924.42,37241.92,36262.89,36949.37,111193,814,0
2022-02-04,36869.87,40914.61,36796.47,40602.88,107782,806,0
2022-02-07,41712.17,44547.96,41485.93,44031.49,110029,801,0
2022-02-08,44067.39,45513.62,42689.72,44242.06,110569,812,0
2022-02-09,44167.65,44848.59,43130.46,44484.97,83217,824,0
2022-02-10,44475.97,45835.21,43178.46,43720.15,118119,806,0
2022-02-11,43711.65,44080.52,42035.93,42540.25,123359,803,0
2022-02-14,42253.45,42857.52,41534.0,42260.08,97463,803,0
2022-02-15,42290.08,44535.51,42278.34,43995.82,89473,841,0
2022-02-16,44006.83,44772.18,43318.51,44068.92,93466,813,0
2022-02-17,44026.15,44206.03,40058.52,40692.15,114404,831,0
2022-02-18,40631.19,40984.36,39424.88,40011.26,110473,801,0
2022-02-21,38294.98,39495.75,37064.39,37221.71,143585,803,0
2022-02-22,36948.19,38310.83,36337.5,37898.27,155712,811,0
2022-02-23,37926.27,39255.27,37387.35,37566.13,104638,850,0
2022-02-24,37545.52,39753.02,34313.28,38378.82,193580,802,0
2022-02-25,38282.87,39695.48,37753.37,39024.01,137212,811,0
2022-02-28,37477.22,41958.17,37302.99,41636.1,146157,831,0
2022-03-01,41681.6,44981.83,41665.8,43864.35,138452,801,0
2022-03-02,43781.84,45285.6,43326.17,43925.82,123185,801,0
2022-03-03,44126.47,44341.1,41786.91,42102.49,107078,819,0
2022-03-04,42409.49,42691.57,39052.76,39379.51,126154,814,0
2022-03-07,39066.11,39539.93,37148.71,37828.69,132086,801,0
2022-03-08,37946.96,39371.04,37846.0,38518.33,139766,876,0
2022-03-09,38520.83,42583.29,38492.16,41901.55,102530,850,0
2022-03-10,41927.05,42142.45,38515.3,39294.59,118585,822,0
2022-03-11,39142.91,40253.51,38220.45,38823.3,106321,813,0
2022-03-14,38675.0,39299.55,37521.42,38694.37,94502,849,0
2022-03-15,38635.63,39907.2,38079.62,39387.01,95720,816,0
2022-03-16,39351.51,41684.9,38785.31,41236.07,125360,850,0
2022-03-17,41296.57,41485.89,40485.55,40701.53,73575,831,0
2022-03-18,40663.53,42339.02,40147.89,41877.5,75390,949,0
2022-03-21,41155.84,41556.75,40496.0,41175.45,78584,849,0
2022-03-22,41081.07,43362.46,40866.27,42606.17,75181,818,0
2022-03-23,42594.82,42898.58,41728.08,42344.79,73103,801,0
2022-03-24,42301.3,44239.53,42232.63,43897.88,76300,835,0
2022-03-25,43859.38,45130.66,43571.54,44567.36,83211,801,0
2022-03-28,45986.61,48227.21,45837.21,47946.63,82860,806,0
2022-03-29,48034.18,48149.24,46887.59,47446.18,76431,814,0
2022-03-30,47505.68,47716.05,46505.42,47265.21,71420,826,0
2022-03-31,47192.49,47619.64,45488.57,45750.77,87132,801,0
2022-04-01,45706.27,46729.15,44206.36,46133.43,94749,801,0
2022-04-04,46369.96,47442.23,45107.25,46300.13,102499,801,0
2022-04-05,46418.63,47194.55,45461.46,45694.67,80207,801,0
2022-04-06,45835.96,46052.79,43165.58,43875.16,115851,600,0
2022-04-07,43800.23,44017.76,42706.42,43555.85,104472,600,0
2022-04-08,43496.89,43984.38,42382.63,42801.76,111971,600,0
2022-04-11,43102.25,43193.54,39439.48,39833.11,141612,823,0
