time,open,close,high,low,tick_volume,target_close
2020-06-30,9200.26,9145.13,9234.7,9043.75,52262,9240.13
2020-07-01,9146.7,9240.13,9298.88,9086.38,39775,9080.88
2020-07-02,9236.2,9080.88,9265.63,8928.4,47883,9088.63
2020-07-03,9058.89,9088.63,9149.88,9035.0,29131,9276.88
2020-07-06,9014.84,9276.88,9355.65,8892.15,44602,9256.38
2020-07-07,9272.9,9256.38,9383.35,9198.1,32654,9427.88
2020-07-08,9248.15,9427.88,9474.3,9223.55,42839,9235.13
2020-07-09,9427.1,9235.13,9472.13,9154.6,41130,9232.63
2020-07-10,9241.45,9232.63,9257.38,9110.45,29551,9246.63
2020-07-13,9230.9,9246.63,9342.1,9194.13,30585,9271.63
2020-07-14,9233.9,9271.63,9276.38,9078.15,35698,9211.13
2020-07-15,9259.34,9211.13,9278.0,9147.65,28243,9102.0
2020-07-16,9194.22,9102.0,9229.7,9024.63,34915,9153.38
2020-07-17,9101.45,9153.38,9181.8,9075.85,26489,9172.6
2020-07-20,9177.25,9172.6,9234.05,9125.4,25862,9376.38
2020-07-21,9155.25,9376.38,9440.3,9145.85,31157,9372.25
2020-07-22,9378.65,9372.25,9400.38,9269.7,24813,9592.05
2020-07-23,9351.51,9592.05,9676.0,9351.51,38046,9623.05
2020-07-24,9580.55,9623.05,9634.75,9473.45,32978,10874.45
2020-07-27,9879.15,10874.45,10935.45,9846.14,81386,10982.09
2020-07-28,10851.55,10982.09,11408.4,10577.76,153861,11213.58
2020-07-29,10997.29,11213.58,11301.7,10850.76,87924,11155.38
2020-07-30,11237.5,11155.38,11352.35,10801.81,71729,11347.3
2020-07-31,11150.8,11347.3,11458.13,10973.38,73380,11384.8
2020-08-03,11113.4,11384.8,11483.13,10880.43,76346,11216.06
2020-08-04,11348.31,11216.06,11423.63,10977.08,77305,11696.23
2020-08-05,11182.06,11696.23,11732.14,11078.77,72014,11853.7
2020-08-06,11671.11,11853.7,11914.01,11465.18,88646,11570.17
2020-08-07,11855.46,11570.17,11917.52,11326.42,91687,11866.12
2020-08-10,11666.25,11866.12,12081.38,11432.5,118953,11223.14
2020-08-11,11843.43,11223.14,11941.8,11115.85,141275,11565.63
2020-08-12,11179.83,11565.63,11628.63,11110.14,108229,11640.75
2020-08-13,11534.18,11640.75,11664.38,11264.88,97565,11772.76
2020-08-14,11645.75,11772.76,11863.69,11579.93,82458,12322.21
2020-08-17,11825.52,12322.21,12480.26,11724.0,84812,12021.25
2020-08-18,12318.5,12021.25,12419.63,11842.3,82064,11711.37
2020-08-19,12035.89,11711.37,12096.1,11551.25,98573,11858.77
2020-08-20,11711.12,11858.77,11891.82,11674.13,89022,11642.04
2020-08-21,11841.75,11642.04,11899.0,11588.83,110015,11733.84
2020-08-24,11640.93,11733.84,11830.13,11586.47,50430,11260.5
2020-08-25,11707.37,11260.5,11788.84,11108.26,83284,11502.86
2020-08-26,11254.54,11502.86,11546.58,11242.46,63709,11260.33
2020-08-27,11502.7,11260.33,11595.12,11116.01,85646,11490.68
2020-08-28,11236.36,11490.68,11552.88,11190.01,87088,11675.74
2020-08-31,11608.18,11675.74,11778.15,11572.19,60784,12019.67
2020-09-01,11645.87,12019.67,12058.63,11510.25,75805,11373.63
2020-09-02,11988.22,11373.63,12061.01,11132.31,98894,10778.33
2020-09-03,11337.06,10778.33,11480.67,10449.9,115955,10585.63
2020-09-04,10749.8,10585.63,10800.63,9858.16,128345,10129.88
2020-09-07,10216.82,10129.88,10350.34,9872.61,96395,10016.88
2020-09-08,10171.24,10016.88,10444.63,9916.61,102986,10256.88
2020-09-09,9989.15,10256.88,10349.38,9827.49,85458,10298.63
2020-09-10,10241.72,10298.63,10499.0,10172.11,91542,10322.88
2020-09-11,10301.23,10322.88,10381.88,10199.07,72843,10691.13
2020-09-14,10319.0,10691.13,10757.84,10250.63,72741,10864.13
2020-09-15,10692.31,10864.13,10935.69,10612.4,89904,10989.13
2020-09-16,10847.81,10989.13,11098.63,10659.88,89400,10934.13
2020-09-17,10983.38,10934.13,11045.63,10738.27,96255,10890.13
2020-09-18,10927.7,10890.13,11043.39,10810.38,87605,10478.94
2020-09-21,10850.37,10478.94,10995.67,10274.55,105303,10513.38
2020-09-22,10458.24,10513.38,10533.59,10346.43,78902,10213.47
2020-09-23,10474.4,10213.47,10573.26,10128.36,79844,10636.88
2020-09-24,10237.82,10636.88,10712.49,10187.88,105148,10712.13
2020-09-25,10627.22,10712.13,10787.77,10552.36,126130,10868.88
2020-09-28,10700.42,10868.88,10950.54,10692.89,102898,10755.88
2020-09-29,10853.93,10755.88,10890.63,10613.28,125703,10706.63
2020-09-30,10747.71,10706.63,10863.07,10661.11,82348,10607.63
2020-10-01,10697.84,10607.63,10927.13,10433.67,103875,10538.88
2020-10-02,10616.57,10538.88,10662.38,10369.8,123669,10746.63
2020-10-05,10654.61,10746.63,10774.63,10618.67,69114,10541.99
2020-10-06,10714.48,10541.99,10803.13,10518.49,82460,10666.38
2020-10-07,10523.65,10666.38,10682.63,10498.71,87540,10892.13
2020-10-08,10658.86,10892.13,10957.13,10533.49,96095,11040.63
2020-10-09,10870.39,11040.63,11105.04,10792.8,112578,11566.88
2020-10-12,11265.83,11566.88,11590.88,11168.42,111774,11427.92
2020-10-13,11546.66,11427.92,11724.07,11296.96,113405,11387.38
2020-10-14,11408.68,11387.38,11555.58,11290.9,100535,11540.23
2020-10-15,11364.88,11540.23,11609.96,11205.25,138738,11309.53
2020-10-16,11490.28,11309.53,11547.45,11186.16,119075,11735.12
2020-10-19,11420.55,11735.12,11837.12,11409.18,65766,11903.12
2020-10-20,11719.69,11903.12,12060.97,11680.0,92339,12850.13
2020-10-21,11890.21,12850.13,12926.65,11881.1,135317,13130.28
2020-10-22,12859.64,13130.28,13252.52,12684.01,148880,12943.62
2020-10-23,13120.78,12943.62,13204.63,12727.86,90424,13019.87
2020-10-26,13041.71,13019.87,13251.13,12775.05,100632,13636.46
2020-10-27,13033.59,13636.46,13767.37,12995.46,93402,13209.12
2020-10-28,13638.54,13209.12,13866.87,12885.55,138207,13489.87
2020-10-29,13185.94,13489.87,13657.46,12982.65,150940,13658.48
2020-10-30,13446.81,13658.48,13677.26,13114.21,157515,13620.63
2020-11-02,13804.67,13620.63,13844.87,13211.27,124717,13740.12
2020-11-03,13611.13,13740.12,13805.63,13289.39,115792,13999.25
2020-11-04,13697.55,13999.25,14271.77,13531.19,156597,15259.87
2020-11-05,14015.29,15259.87,15319.62,14006.79,184924,15546.87
2020-11-06,15196.69,15546.87,15979.41,15180.33,194502,15391.37
2020-11-09,15367.09,15391.37,15843.48,14806.01,187315,15394.38
2020-11-10,15351.35,15394.38,15488.22,15083.02,125685,15810.54
2020-11-11,15393.67,15810.54,15991.55,15286.13,194508,16161.01
2020-11-12,15813.11,16161.01,16216.71,15447.82,183586,16305.25
2020-11-13,16196.01,16305.25,16498.13,15962.19,162292,16735.58
2020-11-16,15838.77,16735.58,16893.87,15784.1,176568,17633.15
2020-11-17,16690.58,17633.15,17876.82,16570.13,152111,17794.09
2020-11-18,17543.11,17794.09,18472.53,17222.32,212919,17933.31
2020-11-19,17805.15,17933.31,18181.25,17344.51,151382,18588.12
2020-11-20,17919.84,18588.12,18828.19,17711.45,184507,18426.98
2020-11-23,18575.99,18426.98,18792.12,17956.01,172871,18963.99
2020-11-24,18404.41,18963.99,19444.4,18020.04,171299,18856.1
2020-11-25,18945.88,18856.1,19507.7,18559.0,171808,17090.54
2020-11-26,18857.88,17090.54,18929.51,16151.0,274878,17017.14
2020-11-27,17043.87,17017.14,17464.29,16438.43,281387,19372.95
2020-11-30,18162.93,19372.95,19837.52,18081.48,216016,19072.78
2020-12-01,19298.46,19072.78,19908.78,18079.16,222600,19158.06
2020-12-02,19078.78,19158.06,19343.36,18330.87,173153,19464.62
2020-12-03,19188.06,19464.62,19625.87,18867.04,166535,18807.02
2020-12-04,19462.64,18807.02,19558.86,18689.41,164637,19080.87
2020-12-07,19250.77,19080.87,19436.71,18899.84,167196,18772.43
2020-12-08,19062.55,18772.43,19310.9,18605.99,195256,18508.61
2020-12-09,18811.93,18508.61,18825.57,17628.87,211880,18344.67
2020-12-10,18568.41,18344.67,18642.37,17898.6,236774,18117.58
2020-12-11,18366.28,18117.58,18388.17,17534.7,262144,19192.87
2020-12-14,19160.24,19192.87,19342.12,18968.61,204451,19428.12
2020-12-15,19191.93,19428.12,19566.28,19021.98,187875,21234.0
2020-12-16,19389.75,21234.0,21304.23,19284.46,220362,22769.72
2020-12-17,21287.52,22769.72,23744.76,21204.58,257975,22927.55
2020-12-18,22843.9,22927.55,23288.66,22345.07,208094,23132.68
2020-12-21,23252.38,23132.68,24122.73,21857.5,228454,23432.93
2020-12-22,23097.34,23432.93,23627.51,22372.7,223257,23295.52
2020-12-23,23377.68,23295.52,24077.23,22741.41,219385,23348.61
2020-12-24,23284.37,23348.61,23559.48,22590.96,221035,26626.19
2020-12-28,26327.16,26626.19,27455.92,26075.13,228472,26872.87
2020-12-29,26640.88,26872.87,27187.86,25824.4,228047,28895.68
2020-12-30,26915.41,28895.68,29011.48,26881.24,236474,29007.66
2020-12-31,28896.62,29007.66,29329.39,27893.11,259947,31045.98
2021-01-04,33396.67,31045.98,33670.25,27574.04,353647,33808.8
2021-01-05,30994.24,33808.8,34277.02,29893.96,379922,35850.18
2021-01-06,33983.7,35850.18,36517.98,33346.97,193929,39588.34
2021-01-07,35986.68,39588.34,40428.9,35983.01,217294,39673.01
2021-01-08,39522.6,39673.01,41978.72,36515.64,341048,34034.86
2021-01-11,38173.75,34034.86,39020.16,30281.47,300092,34725.35
2021-01-12,33758.54,34725.35,36635.34,32499.0,191165,37218.68
2021-01-13,34927.99,37218.68,37419.05,32322.0,183444,38827.22
2021-01-14,37593.48,38827.22,40089.39,36719.4,134316,36128.87
2021-01-15,38562.21,36128.87,39684.38,34312.25,209169,36229.46
2021-01-18,36657.19,36229.46,37423.51,34754.0,233459,36473.61
2021-01-19,36351.79,36473.61,37862.69,36014.65,229092,34873.72
2021-01-20,36537.97,34873.72,36766.75,33365.21,250246,31263.35
2021-01-21,34895.4,31263.35,35677.33,30932.32,277737,33282.45
2021-01-22,30777.3,33282.45,33860.51,28792.63,273761,32657.06
2021-01-25,31820.15,32657.06,34885.08,31669.41,246778,31992.5
2021-01-26,32543.8,31992.5,32833.73,30813.92,332040,30896.94
2021-01-27,31968.69,30896.94,32927.5,29146.52,342661,33280.53
2021-01-28,30888.05,33280.53,33342.04,29865.47,275120,34572.07
2021-01-29,33404.73,34572.07,38624.04,31978.1,309127,33668.76
2021-02-01,32673.47,33668.76,34704.38,32319.27,365776,35702.0
2021-02-02,33614.76,35702.0,36005.17,33410.74,336314,37274.51
2021-02-03,35687.47,37274.51,37462.75,35377.26,260589,37700.13
2021-02-04,37285.68,37700.13,38754.51,36165.49,190922,37850.95
2021-02-05,37649.38,37850.95,38349.98,36589.04,200247,44810.92
2021-02-08,38507.41,44810.92,44831.92,38037.44,229506,47381.02
2021-02-09,44853.79,47381.02,48219.97,44301.79,230543,45019.73
2021-02-10,46995.25,45019.73,47392.26,43723.61,165967,46943.47
2021-02-11,44973.59,46943.47,48677.7,43999.0,164360,47911.65
2021-02-12,47147.18,47911.65,48957.16,46167.5,170634,48166.14
2021-02-15,48868.72,48166.14,49319.81,45762.95,162367,48606.83
2021-02-16,48054.51,48606.83,50599.41,47006.53,212123,52309.29
2021-02-17,48540.0,52309.29,52651.0,48514.89,195669,52071.25
2021-02-18,52312.01,52071.25,52556.64,50797.49,147905,55504.88
2021-02-19,52060.48,55504.88,56357.47,50691.03,174955,54883.32
2021-02-22,57460.85,54883.32,57633.99,47149.0,224191,48077.02
2021-02-23,54978.02,48077.02,55027.93,44842.09,298562,48744.35
2021-02-24,47811.08,48744.35,51394.14,46951.68,293698,48181.41
2021-02-25,48420.88,48181.41,52069.43,48023.14,314470,45943.36
2021-02-26,48009.0,45943.36,48808.59,44095.12,345759,48844.42
2021-03-01,45259.96,48844.42,49540.89,44849.42,294407,47430.52
2021-03-02,48816.35,47430.52,50239.87,47002.32,254820,50891.91
2021-03-03,47486.45,50891.91,52615.61,47485.64,222559,47897.44
2021-03-04,50787.22,47897.44,51781.39,47413.81,238503,49106.59
2021-03-05,48145.38,49106.59,49453.13,46230.43,204863,51868.58
2021-03-08,50036.46,51868.58,51994.54,49283.57,199127,54301.76
2021-03-09,51720.79,54301.76,54801.01,51348.07,202028,56910.24
2021-03-10,54342.76,56910.24,57395.91,52932.45,191414,57684.48
2021-03-11,56963.57,57684.48,57938.07,54241.53,186619,56818.75
2021-03-12,57657.5,56818.75,58135.65,54997.96,205086,56368.95
2021-03-15,60419.49,56368.95,60746.85,54508.63,221698,56351.87
2021-03-16,56459.14,56351.87,56962.07,53167.28,234486,57843.25
2021-03-17,56368.82,57843.25,58313.31,54093.55,230759,57502.08
2021-03-18,57828.6,57502.08,60074.09,56916.12,200830,58236.92
2021-03-19,57610.96,58236.92,59450.86,56232.18,206212,54600.64
2021-03-22,57935.84,54600.64,58424.48,54135.76,205490,54325.81
2021-03-23,54813.84,54325.81,55853.34,52933.38,260548,54156.95
2021-03-24,54420.19,54156.95,57204.04,53171.64,263205,51973.98
2021-03-25,53821.69,51973.98,54205.63,50372.86,271849,54096.17
2021-03-26,52200.76,54096.17,54286.74,51207.17,179906,57156.46
2021-03-29,54962.3,57156.46,58367.86,54787.06,106854,58623.0
2021-03-30,57320.92,58623.0,59402.61,56999.13,109083,58907.83
2021-03-31,58668.99,58907.83,59803.28,56793.69,122874,58823.31
2021-04-01,59015.74,58823.31,59491.81,57874.86,132551,58686.75
2021-04-02,58845.83,58686.75,60087.01,58419.46,137681,58795.75
2021-04-05,58018.33,58795.75,59266.25,56793.6,162619,58241.25
2021-04-06,58787.89,58241.25,59478.75,57304.45,169315,56148.49
2021-04-07,58198.27,56148.49,58652.37,55429.46,166322,57665.0
2021-04-08,56156.07,57665.0,58160.5,55686.77,138964,58293.0
2021-04-09,57575.41,58293.0,58895.2,57433.34,119590,59965.96
2021-04-12,59578.8,59965.96,61202.75,59371.25,121733,63197.0
2021-04-13,59912.31,63197.0,63732.66,59703.3,155272,62332.52
2021-04-14,63162.46,62332.52,64894.25,61239.98,232203,63370.34
2021-04-15,62527.77,63370.34,63659.68,62016.46,192278,61932.49
2021-04-16,63455.5,61932.49,63834.1,60004.45,214910,56169.01
2021-04-19,56211.88,56169.01,57607.81,54285.17,210243,56813.99
2021-04-20,56293.68,56813.99,57087.51,53389.39,225949,55031.12
2021-04-21,56774.68,55031.12,57094.51,54298.43,204756,51813.66
2021-04-22,55035.03,51813.66,55458.32,51399.17,219148,50607.33
2021-04-23,51162.76,50607.33,52207.48,47302.86,267971,53274.45
2021-04-26,47957.86,53274.45,54402.0,47009.18,326543,55100.25
2021-04-27,52813.04,55100.25,55402.0,52601.9,264609,54393.63
2021-04-28,55008.27,54393.63,56466.15,53854.0,258746,52982.99
2021-04-29,54234.72,52982.99,55233.58,52375.08,262419,56770.61
2021-04-30,52938.36,56770.61,57408.39,52771.55,232467,56835.99
2021-05-03,57138.63,56835.99,58986.8,56253.89,193927,54812.11
2021-05-04,56839.86,54812.11,57530.56,53228.78,248524,56843.79
2021-05-05,54490.02,56843.79,57960.92,52893.9,241397,55955.89
2021-05-06,56863.27,55955.89,58389.64,55206.63,205270,57532.27
2021-05-07,56046.73,57532.27,58744.18,55264.75,247311,55278.07
2021-05-10,57999.27,55278.07,59624.6,53478.03,268043,56912.0
2021-05-11,55621.19,56912.0,56963.5,54465.48,260613,54489.13
2021-05-12,56882.76,54489.13,58038.27,53543.63,219417,49223.6
2021-05-13,54421.31,49223.6,54816.77,45319.61,276156,49257.17
2021-05-14,49084.99,49257.17,51598.96,48377.91,226675,44842.94
2021-05-17,44656.4,44842.94,46634.28,42051.83,296576,43282.7
2021-05-18,44434.45,43282.7,45833.99,42375.42,304397,38391.41
2021-05-19,43395.0,38391.41,43593.48,28469.43,331985,40033.87
2021-05-20,38696.63,40033.87,42539.02,34862.71,334045,35286.38
2021-05-21,39957.55,35286.38,42311.31,35248.0,299758,38991.13
2021-05-24,33851.4,38991.13,39932.58,33631.42,336779,37655.01
2021-05-25,39188.39,37655.01,39856.68,36486.0,326373,38711.22
2021-05-26,37602.94,38711.22,40920.51,37436.23,303097,38458.26
2021-05-27,38775.58,38458.26,40434.01,37185.54,313426,35275.42
2021-05-28,38196.12,35275.42,39189.41,35114.65,345853,36648.26
2021-05-31,36008.62,36648.26,37487.99,34168.48,278476,36324.76
2021-06-01,36747.68,36324.76,37912.26,35660.01,297791,37758.26
2021-06-02,36246.86,37758.26,38238.01,35899.29,240837,38668.26
2021-06-03,37754.33,38668.26,39489.26,37172.52,243406,36984.01
2021-06-04,38903.22,36984.01,39290.99,35543.33,253181,34468.82
2021-06-07,35819.51,34468.82,36811.93,34002.0,229576,33642.75
2021-06-08,34563.82,33642.75,34568.82,30986.17,313558,36399.86
2021-06-09,33566.46,36399.86,36988.55,32421.25,319689,36419.71
2021-06-10,36396.92,36419.71,38454.12,35799.0,301759,37230.25
2021-06-11,36373.63,37230.25,37697.13,35899.97,271417,39815.51
2021-06-14,39078.83,39815.51,41066.05,38680.08,302820,39956.01
2021-06-15,40204.38,39956.01,41320.55,39490.53,309233,38523.81
2021-06-16,39910.02,38523.81,40505.38,38266.19,270714,37743.59
2021-06-17,38502.82,37743.59,39564.55,37348.09,223473,35422.95
2021-06-18,37654.59,35422.95,38203.36,35120.62,163054,32578.81
2021-06-21,35708.48,32578.81,35824.81,31661.95,231982,32865.24
2021-06-22,32345.59,32865.24,33307.92,28796.0,272277,33050.3
2021-06-23,32738.24,33050.3,34830.36,31704.25,248547,34858.76
2021-06-24,33213.33,34858.76,35263.04,32313.99,222247,32175.62
2021-06-25,34757.72,32175.62,35494.37,31446.94,236725,34696.08
2021-06-28,32666.75,34696.08,35297.03,32370.88,198367,36141.27
2021-06-29,34605.08,36141.27,36634.33,34088.6,212785,34563.63
2021-06-30,36196.97,34563.63,36315.27,34028.84,207884,33392.26
2021-07-01,34652.15,33392.26,35216.15,32682.4,213789,33085.51
2021-07-02,33451.84,33085.51,33974.88,32696.0,249049,33841.65
2021-07-05,35537.43,33841.65,35943.33,33078.13,176823,33942.01
2021-07-06,33911.46,33942.01,35117.72,33521.33,174981,34546.76
2021-07-07,33836.64,34546.76,35067.01,33600.06,153278,32790.26
2021-07-08,34473.0,32790.26,34544.51,32062.8,183679,33512.53
2021-07-09,32836.95,33512.53,33689.51,32248.07,169823,32839.0
2021-07-12,33796.26,32839.0,34679.38,32639.6,114038,32512.14
2021-07-13,32799.33,32512.14,33337.11,32182.3,101045,32798.83
2021-07-14,32578.44,32798.83,33095.34,31574.86,111919,31726.04
2021-07-15,32813.33,31726.04,33181.55,31118.92,111720,31852.88
2021-07-16,31723.56,31852.88,32253.57,31014.27,135365,30760.66
2021-07-19,31606.61,30760.66,31919.51,30400.08,125293,29847.76
2021-07-20,30790.66,29847.76,31053.93,29266.91,126258,31838.21
2021-07-21,29878.32,31838.21,32810.42,29484.17,133196,32243.97
2021-07-22,31705.21,32243.97,32599.4,31622.17,137917,32487.49
2021-07-23,32252.32,32487.49,32930.36,31983.78,92064,37585.3
2021-07-26,34455.38,37585.3,40555.65,34444.46,172537,37989.26
2021-07-27,37358.8,37989.26,38788.75,36389.26,174072,40066.14
2021-07-28,38026.91,40066.14,40942.03,37944.34,198451,39710.94
2021-07-29,39975.21,39710.94,40643.01,39241.04,149815,40989.45
2021-07-30,39688.44,40989.45,41637.36,38302.23,119076,38831.31
2021-08-02,41081.78,38831.31,41301.18,38660.61,145755,38095.41
2021-08-03,38927.77,38095.41,39775.68,37566.0,133513,39691.41
2021-08-04,38061.91,39691.41,39860.01,37416.05,127423,40897.19
2021-08-05,39800.43,40897.19,41391.4,37211.7,144850,42678.53
2021-08-06,40932.69,42678.53,43382.84,39832.96,168665,45468.1
2021-08-09,43934.8,45468.1,46496.86,42768.91,163692,45617.31
2021-08-10,45573.35,45617.31,46723.73,44641.81,169017,46326.76
2021-08-11,45650.92,46326.76,46782.09,45230.48,150196,44407.18
2021-08-12,46088.6,44407.18,46381.39,43773.0,158315,47564.91
2021-08-13,44251.68,47564.91,47899.25,43874.98,143208,46029.26
2021-08-16,46786.29,46029.26,48064.49,45655.72,172181,44993.79
2021-08-17,46105.22,44993.79,47174.26,44514.61,181158,44567.7
2021-08-18,44962.79,44567.7,46033.51,44195.03,191083,46579.96
2021-08-19,44703.11,46579.96,46889.76,43929.13,210769,48701.26
2021-08-20,46551.46,48701.26,49122.51,46326.74,174252,49481.99
2021-08-23,48302.58,49481.99,50515.34,48246.28,181334,48328.76
2021-08-24,49596.7,48328.76,49883.26,47712.44,175459,48718.76
2021-08-25,48295.27,48718.76,49167.06,47111.38,176577,47004.42
2021-08-26,48730.79,47004.42,49367.76,46296.0,191250,48873.65
2021-08-27,47103.92,48873.65,49198.0,46351.58,166161,48659.78
2021-08-30,48951.45,48659.78,49422.17,47393.46,145573,46967.51
2021-08-31,48632.28,46967.51,48637.78,46676.6,167306,48246.94
2021-09-01,46896.0,48246.94,49106.13,46503.72,146636,49557.51
2021-09-02,48273.94,49557.51,50383.26,48222.94,142430,50190.26
2021-09-03,49615.76,50190.26,51086.26,48315.13,168543,51921.82
2021-09-06,51495.8,51921.82,52221.76,50996.0,144517,46787.31
2021-09-07,51990.32,46787.31,52954.73,42635.92,201116,46105.87
2021-09-08,46836.31,46105.87,47395.32,44405.89,207582,46268.26
2021-09-09,46163.37,46268.26,47404.26,45459.32,205625,45139.51
2021-09-10,46215.89,45139.51,47037.26,44704.8,176252,45086.34
2021-09-13,45001.66,45086.34,46875.7,43335.26,213747,46822.01
2021-09-14,45312.61,46822.01,46983.18,44631.0,186677,47929.32
2021-09-15,46769.87,47929.32,48455.23,46367.94,172488,47060.96
2021-09-16,47936.49,47060.96,48511.8,47002.71,135751,47154.39
2021-09-17,47252.46,47154.39,48164.49,46696.55,117852,43497.51
2021-09-20,47637.86,43497.51,47674.13,42414.62,174570,40952.04
2021-09-21,43514.26,40952.04,43920.72,40067.48,185968,43430.32
2021-09-22,40583.54,43430.32,44026.67,39527.42,189512,44660.76
2021-09-23,43405.82,44660.76,44949.25,43007.85,138045,42895.04
2021-09-24,44724.26,42895.04,45154.46,40647.54,192442,42702.85
2021-09-27,43553.64,42702.85,44359.1,42585.34,148013,41762.73
2021-09-28,42748.85,41762.73,43420.03,41110.69,212664,41100.56
2021-09-29,41844.19,41100.56,42589.26,40734.11,185274,43390.45
2021-09-30,41227.7,43390.45,44099.98,40943.59,186659,48029.0
2021-10-01,43467.5,48029.0,48212.76,43262.33,162317,49016.87
2021-10-04,48253.94,49016.87,49515.91,46903.75,262723,51385.5
2021-10-05,49102.68,51385.5,51793.79,48555.1,286141,54852.8
2021-10-06,51387.12,54852.8,55416.2,50406.0,313954,54204.5
2021-10-07,54969.27,54204.5,55777.7,53359.67,323182,53928.04
2021-10-08,54231.82,53928.04,56155.59,53592.9,277803,57381.26
2021-10-11,54746.33,57381.26,57839.08,54347.44,249676,55370.51
2021-10-12,57111.57,55370.51,57683.67,53715.79,219742,56964.97
2021-10-13,55103.55,56964.97,57492.83,54180.47,200880,57475.01
2021-10-14,57017.54,57475.01,58553.51,56729.61,195268,62316.99
2021-10-15,57476.72,62316.99,62872.5,56852.76,197451,61411.76
2021-10-18,59578.8,61411.76,62674.26,59553.3,212669,64113.81
2021-10-19,61207.44,64113.81,64364.39,61102.94,185118,65974.26
2021-10-20,64006.31,65974.26,67029.75,63514.56,174223,62709.51
2021-10-21,65816.47,62709.51,66662.65,61882.34,212359,60772.51
2021-10-22,62828.66,60772.51,63759.88,59944.76,263802,62528.31
2021-10-25,61212.99,62528.31,63730.51,60637.85,219005,62042.34
2021-10-26,62609.31,62042.34,63286.54,61749.74,183258,58968.06
2021-10-27,61930.84,58968.06,62016.75,57984.47,261600,61424.59
2021-10-28,58897.36,61424.59,62512.44,57689.92,255507,62357.51
2021-10-29,60794.7,62357.51,62981.73,60136.83,227971,60650.98
2021-11-01,60954.67,60650.98,62490.38,59363.59,231174,63125.65
2021-11-02,60552.48,63125.65,64307.76,60432.05,215564,62768.19
2021-11-03,63082.71,62768.19,63555.37,60178.51,116350,61373.08
2021-11-04,62843.19,61373.08,63235.61,60669.42,92467,60946.67
2021-11-05,61366.08,60946.67,62621.22,60763.0,85981,66144.69
2021-11-08,62997.1,66144.69,66553.08,62777.63,94623,67758.86
2021-11-09,66145.86,67758.86,68515.21,66079.06,82628,64361.36
2021-11-10,67617.16,64361.36,69036.84,62796.0,92619,65019.2
2021-11-11,64120.04,65019.2,65593.27,64089.04,91405,64065.99
2021-11-12,64943.82,64065.99,65492.96,62286.22,144723,63882.33
2021-11-15,64439.97,63882.33,66338.42,63370.35,126501,60544.4
2021-11-16,63747.92,60544.4,64018.93,58558.77,223749,60053.6
2021-11-17,60585.2,60053.6,61162.0,58367.06,143461,57549.69
2021-11-18,60109.2,57549.69,60962.86,56596.49,135437,57908.69
2021-11-19,57358.33,57908.69,58385.51,55599.34,140836,56246.75
2021-11-22,59424.06,56246.75,59557.62,55609.63,200237,57661.94
2021-11-23,56408.25,57661.94,57871.74,55346.1,167281,57316.29
2021-11-24,57670.46,57316.29,57750.66,55857.67,110880,58829.84
2021-11-25,57380.52,58829.84,59452.75,56838.61,99680,54222.09
